Sr,Size,Latency
38,512,0.000003731
39,512,0.000002853
40,512,0.000002968
41,512,0.000003452
42,512,0.000002978
43,512,0.000003042
44,512,0.000003121
45,512,0.000003031
46,512,0.000002898
47,512,0.000002945
48,512,0.000002973
49,512,0.000003149
50,512,0.000003030
51,512,0.000003071
52,512,0.000003479
53,512,0.000002992
54,512,0.000003078
55,512,0.000004186
56,512,0.000002940
57,512,0.000002899
58,512,0.000003184
59,512,0.000003014
60,512,0.000002793
61,512,0.000003195
62,512,0.000004325
63,512,0.000002864
64,512,0.000002945
65,512,0.000003020
66,512,0.000003163
67,512,0.000003067
68,512,0.000003007
69,512,0.000003069
70,512,0.000002938
71,512,0.000002898
72,512,0.000003699
73,512,0.000003100
74,512,0.000003116
75,512,0.000002928
76,512,0.000002903
77,512,0.000002895
78,512,0.000002909
79,512,0.000002830
80,512,0.000003156
81,512,0.000002874
82,512,0.000002941
83,512,0.000003062
84,512,0.000002948
85,512,0.000002914
86,512,0.000002884
87,512,0.000002889
88,512,0.000002920
89,512,0.000003797
90,512,0.000002784
91,512,0.000003048
92,512,0.000003081
93,512,0.000003054
94,512,0.000002968
95,512,0.000003264
96,512,0.000003093
97,512,0.000003111
98,512,0.000002796
99,512,0.000003168
0,768,0.000000030
1,768,0.000000029
2,768,0.000000029
3,768,0.000000029
4,768,0.000002891
5,768,0.000002985
6,768,0.000003229
7,768,0.000003126
8,768,0.000003175
9,768,0.000003032
10,768,0.000002822
11,768,0.000003009
12,768,0.000002914
13,768,0.000003245
14,768,0.000003194
15,768,0.000002956
16,768,0.000003433
17,768,0.000003125
18,768,0.000002928
19,768,0.000002915
20,768,0.000002908
21,768,0.000002964
22,768,0.000002969
23,768,0.000003142
24,768,0.000002852
25,768,0.000003000
26,768,0.000003142
27,768,0.000003520
28,768,0.000002905
29,768,0.000003109
30,768,0.000003086
31,768,0.000002936
32,768,0.000002875
33,768,0.000002958
34,768,0.000002950
35,768,0.000002977
36,768,0.000003034
37,768,0.000002863
38,768,0.000003210
39,768,0.000004074
40,768,0.000003068
41,768,0.000003088
42,768,0.000003008
43,768,0.000002997
44,768,0.000003033
45,768,0.000002967
46,768,0.000004283
47,768,0.000003021
48,768,0.000003164
49,768,0.000003016
50,768,0.000003103
51,768,0.000002978
52,768,0.000002955
53,768,0.000002936
54,768,0.000002880
55,768,0.000002875
56,768,0.000003028
57,768,0.000003221
58,768,0.000003167
59,768,0.000003106
60,768,0.000003154
61,768,0.000003077
62,768,0.000003051
63,768,0.000003282
64,768,0.000003014
65,768,0.000002887
66,768,0.000003100
67,768,0.000002871
68,768,0.000003050
69,768,0.000002964
70,768,0.000003064
71,768,0.000002815
72,768,0.000002982
73,768,0.000003271
74,768,0.000002749
75,768,0.000002970
76,768,0.000003198
77,768,0.000002918
78,768,0.000003214
79,768,0.000003178
80,768,0.000003181
81,768,0.000003110
82,768,0.000002842
83,768,0.000003291
84,768,0.000003909
85,768,0.000003086
86,768,0.000003205
87,768,0.000002845
88,768,0.000003127
89,768,0.000003085
90,768,0.000003111
91,768,0.000003080
92,768,0.000004216
93,768,0.000003003
94,768,0.000002823
95,768,0.000003126
96,768,0.000003127
97,768,0.000002832
98,768,0.000003091
99,768,0.000003012
0,1024,0.000000032
1,1024,0.000000029
2,1024,0.000000029
3,1024,0.000000029
4,1024,0.000000032
5,1024,0.000000033
6,1024,0.000000034
7,1024,0.000000029
8,1024,0.000000030
9,1024,0.000000028
10,1024,0.000000029
11,1024,0.000000032
12,1024,0.000000029
13,1024,0.000000029
14,1024,0.000000030
15,1024,0.000000029
16,1024,0.000000029
17,1024,0.000000030
18,1024,0.000000029
19,1024,0.000000029
20,1024,0.000000029
21,1024,0.000000029
22,1024,0.000000030
23,1024,0.000000032
24,1024,0.000000033
25,1024,0.000000029
26,1024,0.000000033
27,1024,0.000000031
28,1024,0.000000033
29,1024,0.000000029
30,1024,0.000000030
31,1024,0.000000028
32,1024,0.000000030
33,1024,0.000000029
34,1024,0.000000028
35,1024,0.000000032
36,1024,0.000000029
37,1024,0.000000029
38,1024,0.000000030
39,1024,0.000000032
40,1024,0.000000029
41,1024,0.000000036
42,1024,0.000000029
43,1024,0.000000029
44,1024,0.000000032
45,1024,0.000000029
46,1024,0.000000029
47,1024,0.000000029
48,1024,0.000000029
49,1024,0.000000029
50,1024,0.000000030
51,1024,0.000000029
52,1024,0.000000029
53,1024,0.000000028
54,1024,0.000000032
55,1024,0.000000036
56,1024,0.000000029
57,1024,0.000000029
58,1024,0.000000029
59,1024,0.000000029
60,1024,0.000000029
61,1024,0.000000029
62,1024,0.000000028
63,1024,0.000000032
64,1024,0.000000029
65,1024,0.000000029
66,1024,0.000000029
67,1024,0.000000029
68,1024,0.000000028
69,1024,0.000000029
70,1024,0.000000034
71,1024,0.000000029
72,1024,0.000000029
73,1024,0.000000028
74,1024,0.000000029
75,1024,0.000000029
76,1024,0.000000029
77,1024,0.000000029
78,1024,0.000000029
79,1024,0.000000030
80,1024,0.000002533
81,1024,0.000002494
82,1024,0.000002421
83,1024,0.000002504
84,1024,0.000002700
85,1024,0.000002477
86,1024,0.000002661
87,1024,0.000002361
88,1024,0.000002586
89,1024,0.000002576
90,1024,0.000002457
91,1024,0.000002381
92,1024,0.000002763
93,1024,0.000002511
94,1024,0.000002410
95,1024,0.000002320
96,1024,0.000002357
97,1024,0.000002374
98,1024,0.000002322
99,1024,0.000002320
0,1280,0.000000029
1,1280,0.000000031
2,1280,0.000000029
3,1280,0.000000029
4,1280,0.000000029
5,1280,0.000000031
6,1280,0.000000031
7,1280,0.000000036
8,1280,0.000000030
9,1280,0.000000029
10,1280,0.000000029
11,1280,0.000000029
12,1280,0.000000033
13,1280,0.000000030
14,1280,0.000000029
15,1280,0.000000032
16,1280,0.000000028
17,1280,0.000000030
18,1280,0.000000033
19,1280,0.000000029
20,1280,0.000000030
21,1280,0.000000029
22,1280,0.000000029
23,1280,0.000000032
24,1280,0.000000030
25,1280,0.000000032
26,1280,0.000000037
27,1280,0.000000030
28,1280,0.000000029
29,1280,0.000000030
30,1280,0.000000030
31,1280,0.000000035
32,1280,0.000000029
33,1280,0.000000029
34,1280,0.000000029
35,1280,0.000000029
36,1280,0.000000029
37,1280,0.000000029
38,1280,0.000000029
39,1280,0.000000029
40,1280,0.000000028
41,1280,0.000000029
42,1280,0.000000032
43,1280,0.000000030
44,1280,0.000000030
45,1280,0.000000029
46,1280,0.000000029
47,1280,0.000000032
48,1280,0.000004244
49,1280,0.000002456
50,1280,0.000002613
51,1280,0.000002553
52,1280,0.000002335
53,1280,0.000002611
54,1280,0.000002611
55,1280,0.000002431
56,1280,0.000003416
57,1280,0.000002470
58,1280,0.000002490
59,1280,0.000002694
60,1280,0.000002506
61,1280,0.000002526
62,1280,0.000002511
63,1280,0.000002587
64,1280,0.000002394
65,1280,0.000002430
66,1280,0.000002475
67,1280,0.000002266
68,1280,0.000002430
69,1280,0.000002755
70,1280,0.000002420
71,1280,0.000002512
72,1280,0.000003484
73,1280,0.000002452
74,1280,0.000002378
75,1280,0.000002381
76,1280,0.000002252
77,1280,0.000002504
78,1280,0.000002531
79,1280,0.000002573
80,1280,0.000002381
81,1280,0.000002394
82,1280,0.000002432
83,1280,0.000002415
84,1280,0.000002441
85,1280,0.000002373
86,1280,0.000002358
87,1280,0.000002392
88,1280,0.000002461
89,1280,0.000002485
90,1280,0.000002551
91,1280,0.000002454
92,1280,0.000002506
93,1280,0.000002569
94,1280,0.000002542
95,1280,0.000002417
96,1280,0.000002553
97,1280,0.000002254
98,1280,0.000002760
99,1280,0.000002585
0,1536,0.000000029
1,1536,0.000000028
2,1536,0.000000030
3,1536,0.000000029
4,1536,0.000000032
5,1536,0.000000028
6,1536,0.000000028
7,1536,0.000000032
8,1536,0.000000029
9,1536,0.000000032
10,1536,0.000000029
11,1536,0.000000031
12,1536,0.000000028
13,1536,0.000000041
14,1536,0.000000029
15,1536,0.000000031
16,1536,0.000000036
17,1536,0.000000030
18,1536,0.000000030
19,1536,0.000000029
20,1536,0.000000029
21,1536,0.000000032
22,1536,0.000000031
23,1536,0.000000028
24,1536,0.000000030
25,1536,0.000000030
26,1536,0.000000028
27,1536,0.000000029
28,1536,0.000000031
29,1536,0.000000029
30,1536,0.000000032
31,1536,0.000000029
32,1536,0.000000029
33,1536,0.000000029
34,1536,0.000000028
35,1536,0.000000029
36,1536,0.000000031
37,1536,0.000000029
38,1536,0.000000029
39,1536,0.000000035
40,1536,0.000000029
41,1536,0.000000029
42,1536,0.000002267
43,1536,0.000002669
44,1536,0.000002478
45,1536,0.000002459
46,1536,0.000002565
47,1536,0.000002528
48,1536,0.000003112
49,1536,0.000002512
50,1536,0.000002643
51,1536,0.000002762
52,1536,0.000002797
53,1536,0.000002395
54,1536,0.000002367
55,1536,0.000003653
56,1536,0.000002192
57,1536,0.000002408
58,1536,0.000002484
59,1536,0.000002497
60,1536,0.000002409
61,1536,0.000002377
62,1536,0.000002365
63,1536,0.000002446
64,1536,0.000002406
65,1536,0.000002416
66,1536,0.000002580
67,1536,0.000002336
68,1536,0.000002587
69,1536,0.000002320
70,1536,0.000002631
71,1536,0.000003826
72,1536,0.000002300
73,1536,0.000002442
74,1536,0.000002558
75,1536,0.000002545
76,1536,0.000002508
77,1536,0.000002565
78,1536,0.000002508
79,1536,0.000003011
80,1536,0.000002647
81,1536,0.000002583
82,1536,0.000002565
83,1536,0.000002480
84,1536,0.000002678
85,1536,0.000002600
86,1536,0.000002313
87,1536,0.000002603
88,1536,0.000003631
89,1536,0.000002633
90,1536,0.000002608
91,1536,0.000002434
92,1536,0.000002467
93,1536,0.000002525
94,1536,0.000002685
95,1536,0.000002218
96,1536,0.000002491
97,1536,0.000002405
98,1536,0.000002374
99,1536,0.000002401
0,1792,0.000000029
1,1792,0.000000031
2,1792,0.000000029
3,1792,0.000000029
4,1792,0.000000032
5,1792,0.000000032
6,1792,0.000000030
7,1792,0.000000030
8,1792,0.000000029
9,1792,0.000000030
10,1792,0.000000032
11,1792,0.000000029
12,1792,0.000000032
13,1792,0.000000029
14,1792,0.000000029
15,1792,0.000000029
16,1792,0.000000029
17,1792,0.000000029
18,1792,0.000000029
19,1792,0.000000029
20,1792,0.000000029
21,1792,0.000000030
22,1792,0.000000029
23,1792,0.000000031
24,1792,0.000000031
25,1792,0.000000028
26,1792,0.000000029
27,1792,0.000000029
28,1792,0.000000029
29,1792,0.000000038
30,1792,0.000000029
31,1792,0.000000029
32,1792,0.000000032
33,1792,0.000000029
34,1792,0.000000029
35,1792,0.000002655
36,1792,0.000003422
37,1792,0.000002531
38,1792,0.000002527
39,1792,0.000002456
40,1792,0.000002425
41,1792,0.000002390
42,1792,0.000002263
43,1792,0.000002586
44,1792,0.000002356
45,1792,0.000002358
46,1792,0.000002443
47,1792,0.000002236
48,1792,0.000002439
49,1792,0.000002550
50,1792,0.000002244
51,1792,0.000002427
52,1792,0.000002301
53,1792,0.000002538
54,1792,0.000002369
55,1792,0.000002388
56,1792,0.000003191
57,1792,0.000003085
58,1792,0.000002538
59,1792,0.000003013
60,1792,0.000002421
61,1792,0.000002572
62,1792,0.000002529
63,1792,0.000002459
64,1792,0.000003611
65,1792,0.000002413
66,1792,0.000002441
67,1792,0.000002411
68,1792,0.000002743
69,1792,0.000002368
70,1792,0.000002494
71,1792,0.000002483
72,1792,0.000002343
73,1792,0.000002400
74,1792,0.000002408
75,1792,0.000002429
76,1792,0.000002675
77,1792,0.000002492
78,1792,0.000002391
79,1792,0.000002508
80,1792,0.000002505
81,1792,0.000002475
82,1792,0.000002563
83,1792,0.000002447
84,1792,0.000002467
85,1792,0.000002622
86,1792,0.000002496
87,1792,0.000002519
88,1792,0.000002288
89,1792,0.000002417
90,1792,0.000002500
91,1792,0.000002567
92,1792,0.000002313
93,1792,0.000002444
94,1792,0.000002451
95,1792,0.000002385
96,1792,0.000002524
97,1792,0.000002494
98,1792,0.000002551
99,1792,0.000002546
0,2048,0.000000029
1,2048,0.000000029
2,2048,0.000000029
3,2048,0.000000029
4,2048,0.000000029
5,2048,0.000000032
6,2048,0.000000029
7,2048,0.000000029
8,2048,0.000000029
9,2048,0.000000028
10,2048,0.000000032
11,2048,0.000000031
12,2048,0.000000029
13,2048,0.000000029
14,2048,0.000000029
15,2048,0.000000029
16,2048,0.000000037
17,2048,0.000000029
18,2048,0.000000030
19,2048,0.000000032
20,2048,0.000000030
21,2048,0.000000028
22,2048,0.000000030
23,2048,0.000000029
24,2048,0.000000033
25,2048,0.000000032
26,2048,0.000000029
27,2048,0.000000029
28,2048,0.000000032
29,2048,0.000002353
30,2048,0.000002426
31,2048,0.000002597
32,2048,0.000002433
33,2048,0.000002436
34,2048,0.000002506
35,2048,0.000002421
36,2048,0.000002479
37,2048,0.000002480
38,2048,0.000002566
39,2048,0.000002312
40,2048,0.000002517
41,2048,0.000003551
42,2048,0.000002436
43,2048,0.000002808
44,2048,0.000002452
45,2048,0.000002477
46,2048,0.000002326
47,2048,0.000002357
48,2048,0.000002387
49,2048,0.000002474
50,2048,0.000002418
51,2048,0.000002486
52,2048,0.000002518
53,2048,0.000002418
54,2048,0.000002288
55,2048,0.000003364
56,2048,0.000002345
57,2048,0.000002411
58,2048,0.000002445
59,2048,0.000002329
60,2048,0.000002520
61,2048,0.000002317
62,2048,0.000002863
63,2048,0.000002439
64,2048,0.000002554
65,2048,0.000002304
66,2048,0.000002536
67,2048,0.000002435
68,2048,0.000002408
69,2048,0.000002646
70,2048,0.000002479
71,2048,0.000002426
72,2048,0.000002460
73,2048,0.000002572
74,2048,0.000002538
75,2048,0.000002447
76,2048,0.000002581
77,2048,0.000002399
78,2048,0.000002518
79,2048,0.000003248
80,2048,0.000011956
81,2048,0.000002476
82,2048,0.000002438
83,2048,0.000002377
84,2048,0.000002511
85,2048,0.000002435
86,2048,0.000002498
87,2048,0.000002471
88,2048,0.000002409
89,2048,0.000002329
90,2048,0.000002514
91,2048,0.000002533
92,2048,0.000002433
93,2048,0.000002415
94,2048,0.000002605
95,2048,0.000002422
96,2048,0.000002463
97,2048,0.000002320
98,2048,0.000002452
99,2048,0.000002471
0,2304,0.000000030
1,2304,0.000000029
2,2304,0.000000029
3,2304,0.000000030
4,2304,0.000000030
5,2304,0.000000029
6,2304,0.000000033
7,2304,0.000000029
8,2304,0.000000029
9,2304,0.000000029
10,2304,0.000000030
11,2304,0.000000029
12,2304,0.000000029
13,2304,0.000000031
14,2304,0.000000032
15,2304,0.000000029
16,2304,0.000000029
17,2304,0.000000029
18,2304,0.000000029
19,2304,0.000000030
20,2304,0.000000029
21,2304,0.000000032
22,2304,0.000002578
23,2304,0.000002364
24,2304,0.000002436
25,2304,0.000002825
26,2304,0.000002343
27,2304,0.000002596
28,2304,0.000002473
29,2304,0.000002579
30,2304,0.000002357
31,2304,0.000002470
32,2304,0.000002836
33,2304,0.000002453
34,2304,0.000002359
35,2304,0.000002345
36,2304,0.000002444
37,2304,0.000002282
38,2304,0.000002445
39,2304,0.000002560
40,2304,0.000002705
41,2304,0.000002490
42,2304,0.000002512
43,2304,0.000002589
44,2304,0.000002520
45,2304,0.000002550
46,2304,0.000002477
47,2304,0.000002431
48,2304,0.000002564
49,2304,0.000002468
50,2304,0.000002547
51,2304,0.000002557
52,2304,0.000002606
53,2304,0.000002418
54,2304,0.000002348
55,2304,0.000002445
56,2304,0.000002392
57,2304,0.000002589
58,2304,0.000002333
59,2304,0.000002446
60,2304,0.000002444
61,2304,0.000002504
62,2304,0.000002359
63,2304,0.000002339
64,2304,0.000002540
65,2304,0.000002507
66,2304,0.000002894
67,2304,0.000002409
68,2304,0.000002536
69,2304,0.000002562
70,2304,0.000002776
71,2304,0.000002506
72,2304,0.000002488
73,2304,0.000002446
74,2304,0.000002580
75,2304,0.000002448
76,2304,0.000002406
77,2304,0.000002294
78,2304,0.000002410
79,2304,0.000002513
80,2304,0.000002736
81,2304,0.000002875
82,2304,0.000002613
83,2304,0.000002440
84,2304,0.000002408
85,2304,0.000002372
86,2304,0.000002534
87,2304,0.000002530
88,2304,0.000002521
89,2304,0.000002600
90,2304,0.000002502
91,2304,0.000002419
92,2304,0.000002453
93,2304,0.000002463
94,2304,0.000002504
95,2304,0.000002398
96,2304,0.000002420
97,2304,0.000002417
98,2304,0.000002515
99,2304,0.000002426
0,2560,0.000000029
1,2560,0.000000029
2,2560,0.000000029
3,2560,0.000000029
4,2560,0.000000030
5,2560,0.000000030
6,2560,0.000000029
7,2560,0.000000029
8,2560,0.000000029
9,2560,0.000000029
10,2560,0.000000033
11,2560,0.000000029
12,2560,0.000000029
13,2560,0.000000029
14,2560,0.000000029
15,2560,0.000000029
16,2560,0.000002690
17,2560,0.000002224
18,2560,0.000002462
19,2560,0.000002533
20,2560,0.000002500
21,2560,0.000002285
22,2560,0.000002433
23,2560,0.000002224
24,2560,0.000002541
25,2560,0.000002359
26,2560,0.000002357
27,2560,0.000002533
28,2560,0.000002650
29,2560,0.000002562
30,2560,0.000002370
31,2560,0.000003434
32,2560,0.000002368
33,2560,0.000002368
34,2560,0.000002551
35,2560,0.000002533
36,2560,0.000002586
37,2560,0.000002535
38,2560,0.000002419
39,2560,0.000002442
40,2560,0.000002552
41,2560,0.000002482
42,2560,0.000002513
43,2560,0.000002517
44,2560,0.000002501
45,2560,0.000002387
46,2560,0.000002443
47,2560,0.000002368
48,2560,0.000002477
49,2560,0.000002462
50,2560,0.000003155
51,2560,0.000002447
52,2560,0.000002381
53,2560,0.000002282
54,2560,0.000002375
55,2560,0.000002443
56,2560,0.000002554
57,2560,0.000002626
58,2560,0.000002364
59,2560,0.000002542
60,2560,0.000002456
61,2560,0.000002495
62,2560,0.000002523
63,2560,0.000002356
64,2560,0.000002272
65,2560,0.000002466
66,2560,0.000002505
67,2560,0.000002501
68,2560,0.000002359
69,2560,0.000002465
70,2560,0.000002434
71,2560,0.000002428
72,2560,0.000002391
73,2560,0.000002350
74,2560,0.000002814
75,2560,0.000002482
76,2560,0.000002345
77,2560,0.000002370
78,2560,0.000002383
79,2560,0.000002460
80,2560,0.000002369
81,2560,0.000002470
82,2560,0.000002397
83,2560,0.000002455
84,2560,0.000002537
85,2560,0.000002435
86,2560,0.000002406
87,2560,0.000002320
88,2560,0.000002448
89,2560,0.000002721
90,2560,0.000002565
91,2560,0.000002523
92,2560,0.000002538
93,2560,0.000002582
94,2560,0.000002370
95,2560,0.000002406
96,2560,0.000002483
97,2560,0.000002477
98,2560,0.000002636
99,2560,0.000002495
0,2816,0.000000030
1,2816,0.000000030
2,2816,0.000000029
3,2816,0.000000034
4,2816,0.000000029
5,2816,0.000000029
6,2816,0.000000032
7,2816,0.000000028
8,2816,0.000000032
9,2816,0.000000030
10,2816,0.000003165
11,2816,0.000002552
12,2816,0.000002592
13,2816,0.000002550
14,2816,0.000002152
15,2816,0.000002478
16,2816,0.000002399
17,2816,0.000002754
18,2816,0.000002457
19,2816,0.000002541
20,2816,0.000002486
21,2816,0.000002380
22,2816,0.000002399
23,2816,0.000002382
24,2816,0.000002398
25,2816,0.000002350
26,2816,0.000002370
27,2816,0.000002518
28,2816,0.000002470
29,2816,0.000002483
30,2816,0.000002488
31,2816,0.000002502
32,2816,0.000002557
33,2816,0.000002364
34,2816,0.000002423
35,2816,0.000002540
36,2816,0.000002510
37,2816,0.000002621
38,2816,0.000002495
39,2816,0.000002455
40,2816,0.000002320
41,2816,0.000002422
42,2816,0.000002482
43,2816,0.000002392
44,2816,0.000002562
45,2816,0.000002570
46,2816,0.000002649
47,2816,0.000002334
48,2816,0.000002432
49,2816,0.000002527
50,2816,0.000002390
51,2816,0.000002552
52,2816,0.000002434
53,2816,0.000002536
54,2816,0.000002338
55,2816,0.000002619
56,2816,0.000002356
57,2816,0.000002472
58,2816,0.000002491
59,2816,0.000002697
60,2816,0.000002464
61,2816,0.000002401
62,2816,0.000002361
63,2816,0.000002370
64,2816,0.000002202
65,2816,0.000002468
66,2816,0.000002485
67,2816,0.000002303
68,2816,0.000002556
69,2816,0.000002441
70,2816,0.000002449
71,2816,0.000002553
72,2816,0.000003553
73,2816,0.000002458
74,2816,0.000003539
75,2816,0.000002411
76,2816,0.000002349
77,2816,0.000002676
78,2816,0.000002684
79,2816,0.000002601
80,2816,0.000002433
81,2816,0.000002490
82,2816,0.000002492
83,2816,0.000002375
84,2816,0.000002358
85,2816,0.000002439
86,2816,0.000002543
87,2816,0.000002685
88,2816,0.000002425
89,2816,0.000002367
90,2816,0.000002331
91,2816,0.000002444
92,2816,0.000002495
93,2816,0.000002404
94,2816,0.000002262
95,2816,0.000002403
96,2816,0.000002393
97,2816,0.000002875
98,2816,0.000002424
99,2816,0.000003442
0,3072,0.000000029
1,3072,0.000000029
2,3072,0.000000030
3,3072,0.000002575
4,3072,0.000002588
5,3072,0.000002432
6,3072,0.000002452
7,3072,0.000002424
8,3072,0.000002369
9,3072,0.000002424
10,3072,0.000002451
11,3072,0.000002409
12,3072,0.000002450
13,3072,0.000002383
14,3072,0.000002480
15,3072,0.000002402
16,3072,0.000002386
17,3072,0.000003209
18,3072,0.000002463
19,3072,0.000002396
20,3072,0.000002447
21,3072,0.000002417
22,3072,0.000002443
23,3072,0.000002473
24,3072,0.000003837
25,3072,0.000002604
26,3072,0.000002470
27,3072,0.000002492
28,3072,0.000002545
29,3072,0.000002427
30,3072,0.000002353
31,3072,0.000002462
32,3072,0.000002721
33,3072,0.000002471
34,3072,0.000002433
35,3072,0.000002410
36,3072,0.000002402
37,3072,0.000002396
38,3072,0.000002469
39,3072,0.000002644
40,3072,0.000002582
41,3072,0.000002586
42,3072,0.000002506
43,3072,0.000002557
44,3072,0.000002512
45,3072,0.000002443
46,3072,0.000002532
47,3072,0.000002548
48,3072,0.000002515
49,3072,0.000002431
50,3072,0.000002855
51,3072,0.000002383
52,3072,0.000002423
53,3072,0.000002699
54,3072,0.000002560
55,3072,0.000002404
56,3072,0.000002434
57,3072,0.000002371
58,3072,0.000002426
59,3072,0.000002688
60,3072,0.000002438
61,3072,0.000002437
62,3072,0.000002506
63,3072,0.000002377
64,3072,0.000002422
65,3072,0.000002349
66,3072,0.000002388
67,3072,0.000002511
68,3072,0.000002504
69,3072,0.000002418
70,3072,0.000002459
71,3072,0.000002391
72,3072,0.000002383
73,3072,0.000002399
74,3072,0.000002658
75,3072,0.000002549
76,3072,0.000002542
77,3072,0.000002380
78,3072,0.000002469
79,3072,0.000002435
80,3072,0.000002481
81,3072,0.000002669
82,3072,0.000002496
83,3072,0.000002344
84,3072,0.000002640
85,3072,0.000002437
86,3072,0.000002451
87,3072,0.000002393
88,3072,0.000002428
89,3072,0.000002404
90,3072,0.000002505
91,3072,0.000002434
92,3072,0.000002519
93,3072,0.000002380
94,3072,0.000011385
95,3072,0.000002650
96,3072,0.000002541
97,3072,0.000002421
98,3072,0.000002500
99,3072,0.000002399
0,3328,0.000000029
1,3328,0.000000028
2,3328,0.000000033
3,3328,0.000000029
4,3328,0.000000030
5,3328,0.000000038
6,3328,0.000000030
