Sr,latency
219,0.000000040
220,0.000000040
221,0.000000041
222,0.000000040
223,0.000000039
224,0.000000039
225,0.000000038
226,0.000000041
227,0.000000041
228,0.000000040
229,0.000000041
230,0.000000040
231,0.000000041
232,0.000000040
233,0.000000041
234,0.000000040
235,0.000000040
236,0.000000041
237,0.000000040
238,0.000000039
239,0.000000039
240,0.000000039
241,0.000000039
242,0.000000039
243,0.000000040
244,0.000000040
245,0.000000040
246,0.000000039
247,0.000000039
248,0.000000040
249,0.000000039
250,0.000000039
251,0.000000041
252,0.000000041
253,0.000000042
254,0.000000041
255,0.000000041
256,0.000000040
257,0.000000039
258,0.000000039
259,0.000000039
260,0.000000039
261,0.000000039
262,0.000000041
263,0.000000040
264,0.000000039
265,0.000000040
266,0.000000041
267,0.000000038
268,0.000000040
269,0.000000039
270,0.000000040
271,0.000000039
272,0.000000039
273,0.000000040
274,0.000000041
275,0.000000040
276,0.000000041
277,0.000000041
278,0.000000040
279,0.000000040
280,0.000000040
281,0.000000040
282,0.000000040
283,0.000000039
284,0.000000039
285,0.000000039
286,0.000000040
287,0.000000040
288,0.000000041
289,0.000000040
290,0.000000039
291,0.000000039
292,0.000000040
293,0.000000042
294,0.000000041
295,0.000000041
296,0.000000039
297,0.000000040
298,0.000000040
299,0.000000040
300,0.000000039
301,0.000000039
302,0.000000040
303,0.000000042
304,0.000000042
305,0.000000039
306,0.000000040
307,0.000000114
308,0.000000039
309,0.000000039
310,0.000000041
311,0.000000040
312,0.000000039
313,0.000000039
314,0.000000040
315,0.000000041
316,0.000000042
317,0.000000039
318,0.000000039
319,0.000000040
320,0.000000040
321,0.000000039
322,0.000000040
323,0.000000041
324,0.000000039
325,0.000000040
326,0.000000041
327,0.000000040
328,0.000000040
329,0.000000040
330,0.000000042
331,0.000000041
332,0.000000040
333,0.000000040
334,0.000000041
335,0.000000040
336,0.000000039
337,0.000000040
338,0.000000040
339,0.000000040
340,0.000000041
341,0.000000040
342,0.000000041
343,0.000000041
344,0.000000040
345,0.000000040
346,0.000000041
347,0.000000042
348,0.000000040
349,0.000000040
350,0.000000041
351,0.000000039
352,0.000000040
353,0.000000040
354,0.000000040
355,0.000000040
356,0.000000039
357,0.000000040
358,0.000000041
359,0.000000040
360,0.000000040
361,0.000000039
362,0.000000040
363,0.000000041
364,0.000000039
365,0.000000040
366,0.000000041
367,0.000000039
368,0.000000040
369,0.000000039
370,0.000000040
371,0.000000040
372,0.000000040
373,0.000000040
374,0.000000039
375,0.000000041
376,0.000000041
377,0.000000040
378,0.000000041
379,0.000000040
380,0.000000042
381,0.000000040
382,0.000000040
383,0.000000041
384,0.000000040
385,0.000000040
386,0.000000040
387,0.000000041
388,0.000000040
389,0.000000040
390,0.000000040
391,0.000000041
392,0.000000039
393,0.000000041
394,0.000000042
395,0.000000040
396,0.000000041
397,0.000000040
398,0.000000042
399,0.000000040
400,0.000000040
401,0.000000039
402,0.000000041
403,0.000000039
404,0.000000041
405,0.000000041
406,0.000000042
407,0.000000041
408,0.000000040
409,0.000000041
410,0.000000041
411,0.000000040
412,0.000000041
413,0.000000041
414,0.000000041
415,0.000000040
416,0.000000040
417,0.000000040
418,0.000000040
419,0.000000041
420,0.000000039
421,0.000000040
422,0.000000040
423,0.000000041
424,0.000000041
425,0.000000041
426,0.000000040
427,0.000000041
428,0.000000040
429,0.000000039
430,0.000000040
431,0.000000039
432,0.000000041
433,0.000000040
434,0.000000041
435,0.000000041
436,0.000000040
437,0.000000041
438,0.000000040
439,0.000000040
440,0.000000040
441,0.000000039
442,0.000000041
443,0.000000040
444,0.000000040
445,0.000000040
446,0.000000039
447,0.000000040
448,0.000000040
449,0.000000039
450,0.000000040
451,0.000000041
452,0.000000040
453,0.000000041
454,0.000000041
455,0.000000041
456,0.000000041
457,0.000000041
458,0.000000041
459,0.000000041
460,0.000000040
461,0.000000041
462,0.000000039
463,0.000000040
464,0.000000040
465,0.000000040
466,0.000000039
467,0.000000040
468,0.000000041
469,0.000000041
470,0.000000041
471,0.000000040
472,0.000000041
473,0.000000041
474,0.000000039
475,0.000000040
476,0.000000040
477,0.000000040
478,0.000000040
479,0.000000041
480,0.000000041
481,0.000000040
482,0.000000040
483,0.000000040
484,0.000000041
485,0.000000039
486,0.000000040
487,0.000000040
488,0.000000040
489,0.000000039
490,0.000000040
491,0.000000039
492,0.000000040
493,0.000000041
494,0.000000040
495,0.000000040
496,0.000000039
497,0.000000040
498,0.000000040
499,0.000000040
500,0.000000041
501,0.000000039
502,0.000000040
503,0.000000040
504,0.000000040
505,0.000000040
506,0.000000041
507,0.000000041
508,0.000000040
509,0.000000040
510,0.000000041
511,0.000000040
512,0.000000081
513,0.000000039
514,0.000000039
515,0.000000041
516,0.000000041
517,0.000000041
518,0.000000041
519,0.000000040
520,0.000000040
521,0.000000041
522,0.000000039
523,0.000000040
524,0.000000042
525,0.000000040
526,0.000000040
527,0.000000040
528,0.000000039
529,0.000000039
530,0.000000041
531,0.000000041
532,0.000000039
533,0.000000040
534,0.000000040
535,0.000000040
536,0.000000042
537,0.000000040
538,0.000000040
539,0.000000041
540,0.000000039
541,0.000000039
542,0.000000041
543,0.000000041
544,0.000000039
545,0.000000039
546,0.000000041
547,0.000000041
548,0.000000039
549,0.000000041
550,0.000000040
551,0.000000041
552,0.000000040
553,0.000000040
554,0.000000042
555,0.000000040
556,0.000000042
557,0.000000041
558,0.000000041
559,0.000000039
560,0.000000039
561,0.000000039
562,0.000000042
563,0.000000039
564,0.000000040
565,0.000000040
566,0.000000040
567,0.000000041
568,0.000000040
569,0.000000041
570,0.000000041
571,0.000000040
572,0.000000039
573,0.000000039
574,0.000000040
575,0.000000041
576,0.000000041
577,0.000000038
578,0.000000039
579,0.000000041
580,0.000000040
581,0.000000040
582,0.000000041
583,0.000000041
584,0.000000041
585,0.000000042
586,0.000000039
587,0.000000039
588,0.000000039
589,0.000000040
590,0.000000041
591,0.000000041
592,0.000000041
593,0.000000040
594,0.000000040
595,0.000000040
596,0.000000039
597,0.000000040
598,0.000000041
599,0.000000040
600,0.000000039
601,0.000000039
602,0.000000039
603,0.000000039
604,0.000000042
605,0.000000041
606,0.000000041
607,0.000000040
608,0.000000040
609,0.000000038
610,0.000000039
611,0.000000040
612,0.000000039
613,0.000000040
614,0.000000116
615,0.000000041
616,0.000000040
617,0.000000040
618,0.000000039
619,0.000000039
620,0.000000040
621,0.000000040
622,0.000000039
623,0.000000040
624,0.000000040
625,0.000000040
626,0.000000042
627,0.000000041
628,0.000000041
629,0.000000041
630,0.000000040
631,0.000000042
632,0.000000040
633,0.000000040
634,0.000000040
635,0.000000040
636,0.000000041
637,0.000000040
638,0.000000041
639,0.000000040
640,0.000000040
641,0.000000039
642,0.000000040
643,0.000000039
644,0.000000040
645,0.000000039
646,0.000000040
647,0.000000040
648,0.000000041
649,0.000000041
650,0.000000041
651,0.000000040
652,0.000000041
653,0.000000041
654,0.000000040
655,0.000000040
656,0.000000038
657,0.000000038
658,0.000000039
659,0.000000041
660,0.000000041
661,0.000000041
662,0.000000040
663,0.000000041
664,0.000000041
665,0.000000039
666,0.000000040
667,0.000000040
668,0.000000039
669,0.000000040
670,0.000000041
671,0.000000039
672,0.000000039
673,0.000000038
674,0.000000039
675,0.000000040
676,0.000000042
677,0.000000040
678,0.000000039
679,0.000000042
680,0.000000040
681,0.000000040
682,0.000000040
683,0.000000041
684,0.000000040
685,0.000000038
686,0.000000041
687,0.000000041
688,0.000000041
689,0.000000041
690,0.000000040
691,0.000000039
692,0.000000040
693,0.000000040
694,0.000000039
695,0.000000040
696,0.000000040
697,0.000000040
698,0.000000040
699,0.000000040
700,0.000000040
701,0.000000040
702,0.000000042
703,0.000000041
704,0.000000039
705,0.000000037
706,0.000000040
707,0.000000041
708,0.000000041
709,0.000000040
710,0.000000040
711,0.000000040
712,0.000000040
713,0.000000041
714,0.000000040
715,0.000000041
716,0.000000042
717,0.000000039
718,0.000000040
719,0.000000041
720,0.000000040
721,0.000000038
722,0.000000041
723,0.000000041
724,0.000000040
725,0.000000041
726,0.000000041
727,0.000000041
728,0.000000039
729,0.000000040
730,0.000000041
731,0.000000041
732,0.000000039
733,0.000000040
734,0.000000040
735,0.000000039
736,0.000000041
737,0.000000039
738,0.000000039
739,0.000000040
740,0.000000040
741,0.000000040
742,0.000000041
743,0.000000042
744,0.000000040
745,0.000000041
746,0.000000040
747,0.000000039
748,0.000000041
749,0.000000040
750,0.000000040
751,0.000000040
752,0.000000039
753,0.000000040
754,0.000000041
755,0.000000040
756,0.000000040
757,0.000000042
758,0.000000039
759,0.000000041
760,0.000000040
761,0.000000041
762,0.000000041
763,0.000000040
764,0.000000042
765,0.000000040
766,0.000000041
767,0.000000041
768,0.000000040
769,0.000000040
770,0.000000039
771,0.000000040
772,0.000000039
773,0.000000040
774,0.000000041
775,0.000000039
776,0.000000040
777,0.000000040
778,0.000000041
779,0.000000041
780,0.000000040
781,0.000000041
782,0.000000041
783,0.000000041
784,0.000000040
785,0.000000040
786,0.000000040
787,0.000000041
788,0.000000039
789,0.000000040
790,0.000000040
791,0.000000040
792,0.000000040
793,0.000000040
794,0.000000040
795,0.000000040
796,0.000000041
797,0.000000039
798,0.000000040
799,0.000000040
800,0.000000040
801,0.000000040
802,0.000000041
803,0.000000040
804,0.000000040
805,0.000000041
806,0.000000040
807,0.000000040
808,0.000000040
809,0.000000040
810,0.000000040
811,0.000000040
812,0.000000041
813,0.000000040
814,0.000000040
815,0.000000040
816,0.000000040
817,0.000000040
818,0.000000042
819,0.000000109
820,0.000000039
821,0.000000040
822,0.000000039
823,0.000000040
824,0.000000040
825,0.000000041
826,0.000000040
827,0.000000041
828,0.000000041
829,0.000000040
830,0.000000041
831,0.000000040
832,0.000000041
833,0.000000039
834,0.000000039
835,0.000000041
836,0.000000040
837,0.000000041
838,0.000000041
839,0.000000039
840,0.000000041
841,0.000000039
842,0.000000041
843,0.000000040
844,0.000000041
845,0.000000041
846,0.000000040
847,0.000000040
848,0.000000040
849,0.000000040
850,0.000000041
851,0.000000040
852,0.000000040
853,0.000000039
854,0.000000039
855,0.000000039
856,0.000000040
857,0.000000039
858,0.000000040
859,0.000000040
860,0.000000040
861,0.000000041
862,0.000000042
863,0.000000040
864,0.000000041
865,0.000000039
866,0.000000041
867,0.000000041
868,0.000000041
869,0.000000039
870,0.000000039
871,0.000000040
872,0.000000040
873,0.000000040
874,0.000000041
875,0.000000041
876,0.000000040
877,0.000000038
878,0.000000040
879,0.000000041
880,0.000000040
881,0.000000041
882,0.000000041
883,0.000000041
884,0.000000039
885,0.000000040
886,0.000000039
887,0.000000040
888,0.000000040
889,0.000000040
890,0.000000040
891,0.000000039
892,0.000000041
893,0.000000040
894,0.000000040
895,0.000000039
896,0.000000041
897,0.000000038
898,0.000000039
899,0.000000040
900,0.000000040
901,0.000000040
902,0.000000042
903,0.000000039
904,0.000000041
905,0.000000040
906,0.000000040
907,0.000000040
908,0.000000040
909,0.000000040
910,0.000000040
911,0.000000040
912,0.000000041
913,0.000000039
914,0.000000040
915,0.000000041
916,0.000000040
917,0.000000040
918,0.000000040
919,0.000000041
920,0.000000040
921,0.000000041
922,0.000000036
923,0.000000040
924,0.000000041
925,0.000000040
926,0.000000040
927,0.000000040
928,0.000000039
929,0.000000041
930,0.000000041
931,0.000000040
932,0.000000041
933,0.000000041
934,0.000000040
935,0.000000040
936,0.000000040
937,0.000000040
938,0.000000040
939,0.000000040
940,0.000000040
941,0.000000040
942,0.000000040
943,0.000000041
944,0.000000041
945,0.000000038
946,0.000000040
947,0.000000040
948,0.000000041
949,0.000000040
950,0.000000040
951,0.000000041
952,0.000000041
953,0.000000040
954,0.000000040
955,0.000000040
956,0.000000041
957,0.000000040
958,0.000000040
959,0.000000040
960,0.000000039
961,0.000000038
962,0.000000040
963,0.000000041
964,0.000000040
965,0.000000039
966,0.000000040
967,0.000000040
968,0.000000041
969,0.000000041
970,0.000000041
971,0.000000040
972,0.000000040
973,0.000000040
974,0.000000039
975,0.000000039
976,0.000000040
977,0.000000040
978,0.000000042
979,0.000000041
980,0.000000040
981,0.000000040
982,0.000000040
983,0.000000040
984,0.000000041
985,0.000000042
986,0.000000040
987,0.000000040
988,0.000000039
989,0.000000041
990,0.000000041
991,0.000000041
992,0.000000040
993,0.000000039
994,0.000000039
995,0.000000039
996,0.000000039
997,0.000000040
998,0.000000040
999,0.000000042
1000,0.000000041
1001,0.000000040
1002,0.000000040
1003,0.000000041
1004,0.000000042
1005,0.000000041
1006,0.000000041
1007,0.000000040
1008,0.000000041
1009,0.000000040
1010,0.000000040
1011,0.000000039
1012,0.000000039
1013,0.000000039
1014,0.000000038
1015,0.000000040
1016,0.000000039
1017,0.000000040
1018,0.000000040
1019,0.000000041
1020,0.000000042
1021,0.000000041
1022,0.000000040
1023,0.000000040
1024,0.000000197
1025,0.000000039
1026,0.000000040
1027,0.000000040
1028,0.000000040
1029,0.000000041
1030,0.000000042
1031,0.000000041
1032,0.000000042
1033,0.000000041
1034,0.000000041
1035,0.000000040
1036,0.000000040
1037,0.000000041
1038,0.000000040
1039,0.000000041
1040,0.000000040
1041,0.000000039
1042,0.000000041
1043,0.000000040
1044,0.000000041
1045,0.000000039
1046,0.000000038
1047,0.000000039
1048,0.000000039
1049,0.000000039
1050,0.000000040
1051,0.000000042
1052,0.000000042
1053,0.000000041
1054,0.000000041
1055,0.000000040
1056,0.000000040
1057,0.000000039
1058,0.000000040
1059,0.000000042
1060,0.000000041
1061,0.000000041
1062,0.000000039
1063,0.000000040
1064,0.000000039
1065,0.000000040
1066,0.000000040
1067,0.000000041
1068,0.000000041
1069,0.000000041
1070,0.000000040
1071,0.000000040
1072,0.000000039
1073,0.000000040
1074,0.000000041
1075,0.000000041
1076,0.000000040
1077,0.000000039
1078,0.000000038
1079,0.000000040
1080,0.000000040
1081,0.000000041
1082,0.000000040
1083,0.000000039
1084,0.000000039
1085,0.000000039
1086,0.000000041
1087,0.000000040
1088,0.000000041
1089,0.000000039
1090,0.000000042
1091,0.000000042
1092,0.000000039
1093,0.000000039
1094,0.000000039
1095,0.000000040
1096,0.000000041
1097,0.000000040
1098,0.000000040
1099,0.000000040
1100,0.000000040
1101,0.000000041
1102,0.000000039
1103,0.000000040
1104,0.000000041
1105,0.000000038
1106,0.000000039
1107,0.000000040
1108,0.000000041
1109,0.000000039
1110,0.000000040
1111,0.000000040
1112,0.000000040
1113,0.000000041
1114,0.000000039
1115,0.000000040
1116,0.000000041
1117,0.000000040
1118,0.000000039
1119,0.000000040
1120,0.000000038
1121,0.000000040
1122,0.000000040
1123,0.000000040
1124,0.000000040
1125,0.000000040
1126,0.000000039
1127,0.000000040
1128,0.000000041
1129,0.000000041
1130,0.000000040
1131,0.000000040
1132,0.000000040
1133,0.000000041
1134,0.000000040
1135,0.000000040
1136,0.000000040
1137,0.000000039
1138,0.000000041
1139,0.000000039
1140,0.000000040
1141,0.000000041
1142,0.000000039
1143,0.000000040
1144,0.000000041
1145,0.000000040
1146,0.000000042
1147,0.000000041
1148,0.000000041
1149,0.000000040
1150,0.000000040
1151,0.000000041
1152,0.000000042
1153,0.000000040
1154,0.000000041
1155,0.000000038
1156,0.000000040
1157,0.000000041
1158,0.000000040
1159,0.000000040
1160,0.000000040
1161,0.000000040
1162,0.000000041
1163,0.000000040
1164,0.000000042
1165,0.000000040
1166,0.000000040
1167,0.000000040
1168,0.000000040
1169,0.000000041
1170,0.000000039
1171,0.000000040
1172,0.000000039
1173,0.000000041
1174,0.000000041
1175,0.000000042
1176,0.000000041
1177,0.000000039
1178,0.000000040
1179,0.000000039
1180,0.000000040
1181,0.000000040
1182,0.000000040
1183,0.000000041
1184,0.000000040
1185,0.000000038
1186,0.000000041
1187,0.000000040
1188,0.000000041
1189,0.000000041
1190,0.000000040
1191,0.000000041
1192,0.000000040
1193,0.000000041
1194,0.000000040
1195,0.000000041
1196,0.000000040
1197,0.000000040
1198,0.000000041
1199,0.000000040
1200,0.000000040
1201,0.000000039
1202,0.000000040
1203,0.000000039
1204,0.000000041
1205,0.000000039
1206,0.000000040
1207,0.000000040
1208,0.000000041
1209,0.000000040
1210,0.000000040
1211,0.000000041
1212,0.000000042
1213,0.000000040
1214,0.000000041
1215,0.000000040
1216,0.000000040
1217,0.000000040
1218,0.000000040
1219,0.000000041
1220,0.000000040
1221,0.000000041
1222,0.000000041
1223,0.000000039
1224,0.000000040
1225,0.000000040
1226,0.000000041
1227,0.000000041
1228,0.000000041
1229,0.000000039
1230,0.000000039
1231,0.000000041
1232,0.000000039
1233,0.000000040
1234,0.000000040
1235,0.000000041
1236,0.000000042
1237,0.000000040
1238,0.000000040
1239,0.000000040
1240,0.000000040
1241,0.000000039
1242,0.000000041
1243,0.000000041
1244,0.000000041
1245,0.000000041
1246,0.000000038
1247,0.000000040
1248,0.000000040
1249,0.000000040
1250,0.000000039
1251,0.000000041
1252,0.000000041
1253,0.000000040
1254,0.000000038
1255,0.000000041
1256,0.000000039
1257,0.000000040
1258,0.000000040
1259,0.000000040
1260,0.000000041
1261,0.000000041
1262,0.000000040
1263,0.000000041
1264,0.000000039
1265,0.000000040
1266,0.000000040
1267,0.000000040
1268,0.000000039
1269,0.000000040
1270,0.000000039
1271,0.000000042
1272,0.000000041
1273,0.000000041
1274,0.000000040
1275,0.000000040
1276,0.000000041
1277,0.000000039
1278,0.000000041
1279,0.000000039
1280,0.000000040
1281,0.000000039
1282,0.000000040
1283,0.000000041
1284,0.000000040
1285,0.000000041
1286,0.000000040
1287,0.000000040
1288,0.000000041
1289,0.000000040
1290,0.000000040
1291,0.000000040
1292,0.000000041
1293,0.000000039
1294,0.000000040
1295,0.000000039
1296,0.000000040
1297,0.000000041
1298,0.000000040
1299,0.000000040
1300,0.000000041
1301,0.000000039
1302,0.000000039
1303,0.000000041
1304,0.000000040
1305,0.000000040
1306,0.000000041
1307,0.000000040
1308,0.000000042
1309,0.000000040
1310,0.000000041
1311,0.000000039
1312,0.000000040
1313,0.000000040
1314,0.000000039
1315,0.000000039
1316,0.000000040
1317,0.000000041
1318,0.000000038
1319,0.000000041
1320,0.000000041
1321,0.000000040
1322,0.000000040
1323,0.000000041
1324,0.000000040
1325,0.000000042
1326,0.000000042
1327,0.000000039
1328,0.000000040
1329,0.000000040
1330,0.000000039
1331,0.000000042
1332,0.000000041
1333,0.000000040
1334,0.000000039
1335,0.000000041
1336,0.000000040
1337,0.000000041
1338,0.000000038
1339,0.000000040
1340,0.000000040
1341,0.000000041
1342,0.000000040
1343,0.000000041
1344,0.000000039
1345,0.000000038
1346,0.000000040
1347,0.000000041
1348,0.000000041
1349,0.000000040
1350,0.000000040
1351,0.000000040
1352,0.000000041
1353,0.000000040
1354,0.000000039
1355,0.000000041
1356,0.000000041
1357,0.000000041
1358,0.000000040
1359,0.000000042
1360,0.000000040
1361,0.000000039
1362,0.000000041
1363,0.000000039
1364,0.000000040
1365,0.000000040
1366,0.000000040
1367,0.000000039
1368,0.000000039
1369,0.000000038
1370,0.000000040
1371,0.000000040
1372,0.000000041
1373,0.000000041
1374,0.000000041
1375,0.000000041
1376,0.000000040
1377,0.000000039
1378,0.000000039
1379,0.000000039
1380,0.000000040
1381,0.000000041
1382,0.000000040
1383,0.000000040
1384,0.000000041
1385,0.000000040
1386,0.000000039
1387,0.000000040
1388,0.000000041
1389,0.000000040
1390,0.000000038
1391,0.000000039
1392,0.000000039
1393,0.000000038
1394,0.000000039
1395,0.000000040
1396,0.000000041
1397,0.000000041
1398,0.000000040
1399,0.000000040
1400,0.000000042
1401,0.000000040
1402,0.000000039
1403,0.000000040
1404,0.000000041
1405,0.000000041
1406,0.000000040
1407,0.000000041
1408,0.000000040
1409,0.000000040
1410,0.000000040
1411,0.000000041
1412,0.000000041
1413,0.000000040
1414,0.000000041
1415,0.000000039
1416,0.000000039
1417,0.000000041
1418,0.000000042
1419,0.000000041
1420,0.000000041
1421,0.000000041
1422,0.000000041
1423,0.000000041
1424,0.000000041
1425,0.000000040
1426,0.000000040
1427,0.000000040
1428,0.000000040
1429,0.000000041
1430,0.000000040
1431,0.000000041
1432,0.000000040
1433,0.000000039
1434,0.000000039
1435,0.000000039
1436,0.000000039
1437,0.000000039
1438,0.000000040
1439,0.000000038
1440,0.000000038
1441,0.000000041
1442,0.000000040
1443,0.000000039
1444,0.000000040
1445,0.000000041
1446,0.000000040
1447,0.000000040
1448,0.000000039
1449,0.000000039
1450,0.000000039
1451,0.000000038
1452,0.000000040
1453,0.000000041
1454,0.000000041
1455,0.000000040
1456,0.000000040
1457,0.000000039
1458,0.000000040
1459,0.000000039
1460,0.000000039
1461,0.000000039
1462,0.000000040
1463,0.000000040
1464,0.000000039
1465,0.000000039
1466,0.000000039
1467,0.000000040
1468,0.000000042
1469,0.000000040
1470,0.000000041
1471,0.000000039
1472,0.000000039
1473,0.000000039
1474,0.000000040
1475,0.000000041
1476,0.000000040
1477,0.000000038
1478,0.000000040
1479,0.000000041
1480,0.000000041
1481,0.000000039
1482,0.000000040
1483,0.000000039
1484,0.000000041
1485,0.000000041
1486,0.000000041
1487,0.000000040
1488,0.000000039
1489,0.000000039
1490,0.000000041
1491,0.000000041
1492,0.000000040
1493,0.000000041
1494,0.000000042
1495,0.000000040
1496,0.000000038
1497,0.000000040
1498,0.000000041
1499,0.000000041
1500,0.000000039
1501,0.000000040
1502,0.000000040
1503,0.000000040
1504,0.000000041
1505,0.000000039
1506,0.000000041
1507,0.000000041
1508,0.000000040
1509,0.000000041
1510,0.000000041
1511,0.000000039
1512,0.000000039
1513,0.000000042
1514,0.000000041
1515,0.000000040
1516,0.000000040
1517,0.000000041
1518,0.000000040
1519,0.000000040
1520,0.000000041
1521,0.000000040
1522,0.000000040
1523,0.000000039
1524,0.000000041
1525,0.000000039
1526,0.000000040
1527,0.000000041
1528,0.000000038
1529,0.000000040
1530,0.000000041
1531,0.000000039
1532,0.000000041
1533,0.000000040
1534,0.000000040
1535,0.000000041
1536,0.000000130
1537,0.000000039
1538,0.000000041
1539,0.000000040
1540,0.000000040
1541,0.000000040
1542,0.000000040
1543,0.000000041
1544,0.000000039
1545,0.000000040
1546,0.000000042
1547,0.000000039
1548,0.000000041
1549,0.000000040
1550,0.000000041
1551,0.000000040
1552,0.000000040
1553,0.000000040
1554,0.000000041
1555,0.000000039
1556,0.000000041
1557,0.000000040
1558,0.000000041
1559,0.000000041
1560,0.000000040
1561,0.000000041
1562,0.000000039
1563,0.000000040
1564,0.000000039
1565,0.000000040
1566,0.000000041
1567,0.000000041
1568,0.000000040
1569,0.000000039
1570,0.000000040
1571,0.000000039
1572,0.000000041
1573,0.000000040
1574,0.000000040
1575,0.000000040
1576,0.000000040
1577,0.000000039
1578,0.000000041
1579,0.000000041
1580,0.000000040
1581,0.000000041
1582,0.000000040
1583,0.000000042
1584,0.000000039
1585,0.000000040
1586,0.000000040
1587,0.000000041
1588,0.000000040
1589,0.000000040
1590,0.000000039
1591,0.000000040
1592,0.000000041
1593,0.000000041
1594,0.000000040
1595,0.000000041
1596,0.000000041
1597,0.000000041
1598,0.000000040
1599,0.000000040
1600,0.000000040
1601,0.000000040
1602,0.000000040
1603,0.000000040
1604,0.000000040
1605,0.000000040
1606,0.000000040
1607,0.000000040
1608,0.000000040
1609,0.000000041
1610,0.000000041
1611,0.000000040
1612,0.000000040
1613,0.000000040
1614,0.000000041
1615,0.000000041
1616,0.000000041
1617,0.000000040
1618,0.000000041
1619,0.000000040
1620,0.000000041
1621,0.000000040
1622,0.000000042
1623,0.000000041
1624,0.000000040
1625,0.000000040
1626,0.000000039
1627,0.000000040
1628,0.000000041
1629,0.000000039
1630,0.000000041
1631,0.000000039
1632,0.000000041
1633,0.000000040
1634,0.000000039
1635,0.000000040
1636,0.000000039
1637,0.000000041
1638,0.000000109
1639,0.000000040
1640,0.000000041
1641,0.000000040
1642,0.000000041
1643,0.000000041
1644,0.000000040
1645,0.000000041
1646,0.000000038
1647,0.000000040
1648,0.000000040
1649,0.000000040
1650,0.000000040
1651,0.000000040
1652,0.000000039
1653,0.000000040
1654,0.000000039
1655,0.000000042
1656,0.000000039
1657,0.000000041
1658,0.000000039
1659,0.000000040
1660,0.000000039
1661,0.000000041
1662,0.000000039
1663,0.000000040
1664,0.000000040
