Sr,latency
341,0.002214939
342,0.002313503
343,0.002216086
344,0.002250456
345,0.002214779
346,0.002248128
347,0.002255930
348,0.002217229
349,0.002280608
350,0.002214630
351,0.002268171
352,0.002215661
353,0.002349609
354,0.002368082
355,0.002307992
356,0.002354070
357,0.002320431
358,0.002250449
359,0.002246441
360,0.002258608
361,0.002325433
362,0.002215370
363,0.002250750
364,0.002214858
365,0.002260366
366,0.002324445
367,0.002377313
368,0.002382019
369,0.002357342
370,0.002325171
371,0.002305811
372,0.002279632
373,0.002287291
374,0.002352888
375,0.002362774
376,0.002348976
377,0.002407821
378,0.002331575
379,0.002288301
380,0.002257570
381,0.002216372
382,0.002249603
383,0.002264315
384,0.002391539
385,0.002301819
386,0.002307590
387,0.002370063
388,0.002290509
389,0.002321885
390,0.002278337
391,0.002334355
392,0.002304320
393,0.002308283
394,0.002445279
395,0.002634370
396,0.002406856
397,0.002276066
398,0.002395188
399,0.002310602
400,0.002426859
401,0.002348635
402,0.002276744
403,0.002494030
404,0.002476014
405,0.002304137
406,0.002259692
407,0.002253045
408,0.002286172
409,0.002218835
410,0.002262051
411,0.002280038
412,0.002250956
413,0.002254937
414,0.002212990
415,0.002247335
416,0.002214702
417,0.002247908
418,0.002254772
419,0.002212656
420,0.002250221
421,0.002212602
422,0.002255192
423,0.002212739
424,0.002280042
425,0.002216104
426,0.002255528
427,0.002247319
428,0.002211784
429,0.002251875
430,0.002294070
431,0.002269942
432,0.002217046
433,0.002252012
434,0.002216131
435,0.002307393
436,0.002252418
437,0.002257963
438,0.002331075
439,0.002280035
440,0.002227492
441,0.002220735
442,0.002231148
443,0.002316329
444,0.002242497
445,0.002279626
446,0.002212765
447,0.002251944
448,0.002212164
449,0.002283587
450,0.002247555
451,0.002212016
452,0.002279835
453,0.002245010
454,0.002252444
455,0.002212288
456,0.002308954
457,0.002244887
458,0.002256285
459,0.002282035
460,0.002247909
461,0.002248606
462,0.002211878
463,0.002280519
464,0.002212119
465,0.002257113
466,0.002245401
467,0.002213281
468,0.002277644
469,0.002216965
470,0.002251735
471,0.002213418
472,0.002280376
473,0.002249579
474,0.002259406
475,0.002250470
476,0.002212784
477,0.002310221
478,0.002212022
479,0.002243595
480,0.002211970
481,0.002258397
482,0.002279908
483,0.002212700
484,0.002244154
485,0.002247330
486,0.002220598
487,0.002245303
488,0.002223120
489,0.002216255
490,0.002250000
491,0.002247185
492,0.002213859
493,0.002255719
494,0.002211937
495,0.002248578
496,0.002212057
497,0.002246604
498,0.002254634
499,0.002213232
500,0.002247214
501,0.002211801
502,0.002252333
503,0.002213887
504,0.002310905
505,0.002271588
506,0.002311726
507,0.002283112
508,0.002296373
509,0.002309293
510,0.002271411
511,0.002304883
512,0.002295378
513,0.002355638
514,0.002252979
515,0.002213801
516,0.002255372
517,0.002245232
518,0.002282899
519,0.002233068
520,0.002281530
521,0.002254001
522,0.002252423
523,0.002252929
524,0.002218954
525,0.002257101
526,0.002231120
527,0.002294263
528,0.002301163
529,0.002282947
530,0.002250136
531,0.002218784
532,0.002256505
533,0.002254227
534,0.002344990
535,0.002367605
536,0.002220326
537,0.002308976
538,0.002220279
539,0.002304644
540,0.002245827
541,0.002251883
542,0.002219307
543,0.002250577
544,0.002255629
545,0.002216292
546,0.002248652
547,0.002219955
548,0.002280286
549,0.002216233
550,0.002221237
551,0.002261013
552,0.002214770
553,0.002253630
554,0.002214904
555,0.002316106
556,0.002273547
557,0.002408517
558,0.002350064
559,0.002342769
560,0.002309860
561,0.002306385
562,0.002254353
563,0.002214802
564,0.002320118
565,0.002317083
566,0.002300063
567,0.002309327
568,0.002310335
569,0.002424934
570,0.002347319
571,0.002426590
572,0.002339009
573,0.002251395
574,0.002252667
575,0.002252529
576,0.002253407
577,0.002214267
578,0.002287178
579,0.002390172
580,0.002277595
581,0.002252006
582,0.002208081
583,0.002250043
584,0.002210477
585,0.002251656
586,0.002244242
587,0.002208694
588,0.002240032
589,0.002215514
590,0.002249546
591,0.002211899
592,0.002256193
593,0.002214887
594,0.002258305
595,0.002250186
596,0.002212436
597,0.002251387
598,0.002218277
599,0.002247864
600,0.002211295
601,0.002250948
602,0.002217937
603,0.002249154
604,0.002250678
605,0.002211806
606,0.002254675
607,0.002233773
608,0.002267112
609,0.002227999
610,0.002259682
611,0.002250391
612,0.002214929
613,0.002251150
614,0.002217266
615,0.002250369
616,0.002213277
617,0.002217820
618,0.002212151
619,0.002256519
620,0.002247349
621,0.002214772
622,0.002243144
623,0.002216932
624,0.002251371
625,0.002249491
626,0.002252624
627,0.002217486
628,0.002246132
629,0.002251625
630,0.002213891
631,0.002255865
632,0.002211458
633,0.002244299
634,0.002214405
635,0.002250844
636,0.002261267
637,0.002212859
638,0.002244444
639,0.002213769
640,0.002255573
641,0.002213938
642,0.002254097
643,0.002212168
644,0.002250269
645,0.002249568
646,0.002212583
647,0.002254281
648,0.002219812
649,0.002244628
650,0.002214038
651,0.002251566
652,0.002214188
653,0.002256574
654,0.002246325
655,0.002212702
656,0.002251594
657,0.002218367
658,0.002251974
659,0.002211325
660,0.002217061
661,0.002218916
662,0.002251626
663,0.002250017
664,0.002212402
665,0.002250807
666,0.002213123
667,0.002251005
668,0.002216035
669,0.002255302
670,0.002290341
671,0.002214250
672,0.002308896
673,0.002215324
674,0.002248484
675,0.002212987
676,0.002251931
677,0.002208263
678,0.002252599
679,0.002243036
680,0.002210830
681,0.002272603
682,0.002379329
683,0.002369249
684,0.002341872
685,0.002307125
686,0.002246686
687,0.002212376
688,0.002253461
689,0.002213907
690,0.002246997
691,0.002212111
692,0.002245070
693,0.002373145
694,0.002287715
695,0.002292080
696,0.002306980
697,0.002378121
698,0.002344245
699,0.002345233
700,0.002358570
701,0.002365156
702,0.002285967
703,0.002269258
704,0.002307932
705,0.002304301
706,0.002243213
707,0.002250307
708,0.002208960
709,0.002248652
710,0.002207900
711,0.002244474
712,0.002209909
713,0.002246600
714,0.002243751
715,0.002211531
716,0.002240018
717,0.002208461
718,0.002259192
719,0.002207986
720,0.002247074
721,0.002208157
722,0.002246275
723,0.002236286
724,0.002209484
725,0.002246853
726,0.002212245
727,0.002244292
728,0.002207729
729,0.002242322
730,0.002207828
731,0.002249815
732,0.002243540
733,0.002207938
734,0.002244274
735,0.002212022
736,0.002244732
737,0.002207656
738,0.002246263
739,0.002211324
740,0.002243385
741,0.002271578
742,0.002207911
743,0.002280446
744,0.002213534
745,0.002245398
746,0.002267801
747,0.002282065
748,0.002300571
749,0.002268703
750,0.002357317
751,0.002231762
752,0.002279189
753,0.002279764
754,0.002323240
755,0.002313589
756,0.002282783
757,0.002312449
758,0.002274254
759,0.002278929
760,0.002239767
761,0.002312221
762,0.002248813
763,0.002212560
764,0.002253319
765,0.002220708
766,0.002248041
767,0.002211259
768,0.002251308
769,0.002295078
770,0.002283340
771,0.002250176
772,0.002387672
773,0.002276965
774,0.002215777
775,0.002253787
776,0.002219224
777,0.002253258
778,0.002247746
779,0.002216201
780,0.002253527
781,0.002261893
782,0.002324768
783,0.002277789
784,0.002289653
785,0.002341188
786,0.002367231
787,0.002324911
788,0.002290562
789,0.002282972
790,0.002306134
791,0.002311497
792,0.002410129
793,0.002278356
794,0.002314316
795,0.002273137
796,0.002330633
797,0.002327371
798,0.002296228
799,0.002286586
800,0.002335299
801,0.002355076
802,0.002301819
803,0.002329158
804,0.002304042
805,0.002406694
806,0.002329888
807,0.002241523
808,0.002310757
809,0.002303580
810,0.002223744
811,0.002260247
812,0.002274967
813,0.002303204
814,0.002322163
815,0.002255426
816,0.002259919
817,0.002214952
818,0.002254419
819,0.002219845
820,0.002257550
821,0.002214502
822,0.002249264
823,0.002250967
824,0.002258461
825,0.002253662
826,0.002214766
827,0.002251435
828,0.002220478
829,0.002305154
830,0.002272615
831,0.002314840
832,0.002325720
833,0.002273420
834,0.002338070
835,0.002278083
836,0.002371638
837,0.002355337
838,0.002331090
839,0.002324513
840,0.002372695
841,0.002316121
842,0.002238037
843,0.002283499
844,0.002224082
845,0.002304977
846,0.002253078
847,0.002244120
848,0.002317084
849,0.002396183
850,0.002594921
851,0.002430307
852,0.002369817
853,0.002297885
854,0.002249784
855,0.002253157
856,0.002254662
857,0.002221306
858,0.002254196
859,0.002257819
860,0.002237409
861,0.002244924
862,0.002252736
863,0.002283351
864,0.002325178
865,0.002288405
866,0.002280404
867,0.002330173
868,0.002286783
869,0.002322016
870,0.002278482
871,0.002296836
872,0.002319067
873,0.002318761
874,0.002299722
875,0.002274177
876,0.002347026
877,0.002384199
878,0.002276131
879,0.002285852
880,0.002285455
881,0.002313289
882,0.002348491
883,0.002327372
884,0.002287524
885,0.002301382
886,0.002303941
887,0.002312139
888,0.002305525
889,0.002281940
890,0.002281685
891,0.002302694
892,0.002299838
893,0.002353576
894,0.002299577
895,0.002303376
896,0.002313662
897,0.002271854
898,0.002339359
899,0.002310104
900,0.002307656
901,0.002215769
902,0.002253860
903,0.002264059
904,0.002216715
905,0.002288510
906,0.002273527
907,0.002313047
908,0.002327022
909,0.002305948
910,0.002314118
911,0.002248308
912,0.002248619
913,0.002215217
914,0.002289372
915,0.002216922
916,0.002280140
917,0.002216949
918,0.002255853
919,0.002253609
920,0.002216486
921,0.002254859
922,0.002220182
923,0.002253674
924,0.002215420
925,0.002250824
926,0.002251380
927,0.002214527
928,0.002252326
929,0.002270042
930,0.002302283
931,0.002301336
932,0.002310916
933,0.002278311
934,0.002327386
935,0.002324028
936,0.002319596
937,0.002308993
938,0.002354640
939,0.002355019
940,0.002298350
941,0.002273041
942,0.002340320
943,0.002305167
944,0.002393413
945,0.002275393
946,0.002314327
947,0.002367106
948,0.002273404
949,0.002329068
950,0.002276822
951,0.002384108
952,0.002341573
953,0.002272871
954,0.002351199
955,0.002282544
956,0.002308070
957,0.002269637
958,0.002333314
959,0.002411771
960,0.002445119
961,0.002357832
962,0.002269496
963,0.002356316
964,0.002321279
965,0.002272877
966,0.002305463
967,0.002216609
968,0.002281570
969,0.002271500
970,0.002310363
971,0.002313694
972,0.002271179
973,0.002279919
974,0.002276542
975,0.002309854
976,0.002271716
977,0.002314111
978,0.002335840
979,0.002272023
980,0.002309529
981,0.002276192
982,0.002304740
983,0.002267658
984,0.002313841
985,0.002310780
986,0.002271966
987,0.002339847
988,0.002275870
989,0.002282882
990,0.002249816
991,0.002254368
992,0.002251338
993,0.002211739
994,0.002249984
995,0.002216653
996,0.002250393
997,0.002211437
998,0.002250432
999,0.002211171
