Sr,Size,Latency
6,1024,0.000000917
7,1024,0.000000816
8,1024,0.000000863
9,1024,0.000000779
10,1024,0.000000917
11,1024,0.000000896
12,1024,0.000000902
13,1024,0.000000805
14,1024,0.000001256
15,1024,0.000000829
16,1024,0.000000890
17,1024,0.000001239
18,1024,0.000000896
19,1024,0.000000817
20,1024,0.000000888
21,1024,0.000001161
22,1024,0.000000848
23,1024,0.000000782
24,1024,0.000000884
25,1024,0.000000865
26,1024,0.000000760
27,1024,0.000000820
28,1024,0.000000775
29,1024,0.000000821
30,1024,0.000001103
31,1024,0.000000819
32,1024,0.000000785
33,1024,0.000000804
34,1024,0.000000765
35,1024,0.000000940
36,1024,0.000000760
37,1024,0.000000809
38,1024,0.000000745
39,1024,0.000000917
40,1024,0.000000776
41,1024,0.000000874
42,1024,0.000000799
43,1024,0.000000928
44,1024,0.000000769
45,1024,0.000000876
46,1024,0.000000852
47,1024,0.000000746
48,1024,0.000000803
49,1024,0.000000715
50,1024,0.000000838
51,1024,0.000000722
52,1024,0.000000883
53,1024,0.000000752
54,1024,0.000000912
55,1024,0.000000756
56,1024,0.000001373
57,1024,0.000000737
58,1024,0.000000879
59,1024,0.000000713
60,1024,0.000000897
61,1024,0.000000727
62,1024,0.000000850
63,1024,0.000000728
64,1024,0.000000899
65,1024,0.000000857
66,1024,0.000000745
67,1024,0.000000904
68,1024,0.000000741
69,1024,0.000000885
70,1024,0.000000752
71,1024,0.000000930
72,1024,0.000000773
73,1024,0.000000866
74,1024,0.000000741
75,1024,0.000000891
76,1024,0.000000758
77,1024,0.000000878
78,1024,0.000000854
79,1024,0.000000849
80,1024,0.000004293
81,1024,0.000004167
82,1024,0.000004095
83,1024,0.000004100
84,1024,0.000003933
85,1024,0.000004098
86,1024,0.000004024
87,1024,0.000004143
88,1024,0.000004008
89,1024,0.000004060
90,1024,0.000004064
91,1024,0.000003918
92,1024,0.000004286
93,1024,0.000004231
94,1024,0.000004113
95,1024,0.000004386
96,1024,0.000004141
97,1024,0.000004164
98,1024,0.000004115
99,1024,0.000004289
0,1280,0.000000840
1,1280,0.000000878
2,1280,0.000000811
3,1280,0.000000863
4,1280,0.000000826
5,1280,0.000000882
6,1280,0.000000795
7,1280,0.000000741
8,1280,0.000000806
9,1280,0.000000733
10,1280,0.000000781
11,1280,0.000000741
12,1280,0.000000774
13,1280,0.000000776
14,1280,0.000000887
15,1280,0.000000695
16,1280,0.000000809
17,1280,0.000015446
18,1280,0.000000823
19,1280,0.000000720
20,1280,0.000000813
21,1280,0.000000740
22,1280,0.000000880
23,1280,0.000000724
24,1280,0.000000852
25,1280,0.000000736
26,1280,0.000000860
27,1280,0.000000741
28,1280,0.000000862
29,1280,0.000000729
30,1280,0.000000868
31,1280,0.000000758
32,1280,0.000000935
33,1280,0.000000754
34,1280,0.000000884
35,1280,0.000000711
36,1280,0.000000712
37,1280,0.000000881
38,1280,0.000000790
39,1280,0.000001190
40,1280,0.000000828
41,1280,0.000000860
42,1280,0.000000786
43,1280,0.000000934
44,1280,0.000000772
45,1280,0.000000840
46,1280,0.000000827
47,1280,0.000000890
48,1280,0.000004289
49,1280,0.000005388
50,1280,0.000004107
51,1280,0.000004079
52,1280,0.000004454
53,1280,0.000003921
54,1280,0.000004376
55,1280,0.000004014
56,1280,0.000004256
57,1280,0.000003807
58,1280,0.000004229
59,1280,0.000004249
60,1280,0.000005780
61,1280,0.000004025
62,1280,0.000004153
63,1280,0.000003873
64,1280,0.000003875
65,1280,0.000004128
66,1280,0.000004000
67,1280,0.000004327
68,1280,0.000020370
69,1280,0.000005859
70,1280,0.000006390
71,1280,0.000005831
72,1280,0.000006382
73,1280,0.000006135
74,1280,0.000005922
75,1280,0.000004678
76,1280,0.000004736
77,1280,0.000006543
78,1280,0.000005162
79,1280,0.000004822
80,1280,0.000004871
81,1280,0.000004831
82,1280,0.000004824
83,1280,0.000006641
84,1280,0.000006601
85,1280,0.000004889
86,1280,0.000004865
87,1280,0.000004849
88,1280,0.000005440
89,1280,0.000004899
90,1280,0.000007667
91,1280,0.000005931
92,1280,0.000006817
93,1280,0.000021714
94,1280,0.000006214
95,1280,0.000006815
96,1280,0.000005151
97,1280,0.000006201
98,1280,0.000005325
99,1280,0.000004954
0,1536,0.000001515
1,1536,0.000001650
2,1536,0.000001121
3,1536,0.000001273
4,1536,0.000001107
5,1536,0.000001644
6,1536,0.000001076
7,1536,0.000001929
8,1536,0.000001068
9,1536,0.000001139
10,1536,0.000001658
11,1536,0.000001105
12,1536,0.000001346
13,1536,0.000001344
14,1536,0.000001216
15,1536,0.000001456
16,1536,0.000001243
17,1536,0.000001500
18,1536,0.000001161
19,1536,0.000001653
20,1536,0.000001908
21,1536,0.000001315
22,1536,0.000001388
23,1536,0.000001273
24,1536,0.000001257
25,1536,0.000001282
26,1536,0.000001944
27,1536,0.000001705
28,1536,0.000001140
29,1536,0.000001949
30,1536,0.000001138
31,1536,0.000001467
32,1536,0.000001267
33,1536,0.000001263
34,1536,0.000001064
35,1536,0.000001461
36,1536,0.000001925
37,1536,0.000001785
38,1536,0.000001882
39,1536,0.000001116
40,1536,0.000001246
41,1536,0.000001087
42,1536,0.000006346
43,1536,0.000005973
44,1536,0.000006033
45,1536,0.000005757
46,1536,0.000005638
47,1536,0.000006495
48,1536,0.000020669
49,1536,0.000006307
50,1536,0.000005982
51,1536,0.000005271
52,1536,0.000006786
53,1536,0.000006321
54,1536,0.000006065
55,1536,0.000006077
56,1536,0.000006426
57,1536,0.000005984
58,1536,0.000006432
59,1536,0.000004939
60,1536,0.000007153
61,1536,0.000020593
62,1536,0.000006316
63,1536,0.000005918
64,1536,0.000006184
65,1536,0.000017729
66,1536,0.000006175
67,1536,0.000006166
68,1536,0.000004771
69,1536,0.000005040
70,1536,0.000004879
71,1536,0.000006196
72,1536,0.000004814
73,1536,0.000005118
74,1536,0.000004927
75,1536,0.000005118
76,1536,0.000004737
77,1536,0.000006403
78,1536,0.000004745
79,1536,0.000005194
80,1536,0.000004520
81,1536,0.000004191
82,1536,0.000004047
83,1536,0.000004220
84,1536,0.000004126
85,1536,0.000004334
86,1536,0.000004125
87,1536,0.000004130
88,1536,0.000003974
89,1536,0.000004422
90,1536,0.000004085
91,1536,0.000004109
92,1536,0.000004594
93,1536,0.000004105
94,1536,0.000004145
95,1536,0.000004076
96,1536,0.000005085
97,1536,0.000004125
98,1536,0.000004045
99,1536,0.000004560
0,1792,0.000000832
1,1792,0.000000805
2,1792,0.000000959
3,1792,0.000000870
4,1792,0.000000776
5,1792,0.000000800
6,1792,0.000000802
7,1792,0.000000806
8,1792,0.000000797
9,1792,0.000000826
10,1792,0.000000802
11,1792,0.000000792
12,1792,0.000000798
13,1792,0.000000787
14,1792,0.000000786
15,1792,0.000000798
16,1792,0.000000797
17,1792,0.000000818
18,1792,0.000000835
19,1792,0.000000836
20,1792,0.000000817
21,1792,0.000000785
22,1792,0.000000803
23,1792,0.000000775
24,1792,0.000000805
25,1792,0.000000814
26,1792,0.000000829
27,1792,0.000000915
28,1792,0.000000786
29,1792,0.000000842
30,1792,0.000000809
31,1792,0.000000860
32,1792,0.000000792
33,1792,0.000000858
34,1792,0.000000796
35,1792,0.000004367
36,1792,0.000004109
37,1792,0.000004296
38,1792,0.000004253
39,1792,0.000004157
40,1792,0.000004039
41,1792,0.000003807
42,1792,0.000004120
43,1792,0.000004381
44,1792,0.000004049
45,1792,0.000003970
46,1792,0.000004038
47,1792,0.000004335
48,1792,0.000004252
49,1792,0.000004274
50,1792,0.000004013
51,1792,0.000004128
52,1792,0.000004126
53,1792,0.000004134
54,1792,0.000004025
55,1792,0.000004128
56,1792,0.000004146
57,1792,0.000004449
58,1792,0.000003927
59,1792,0.000004368
60,1792,0.000004275
61,1792,0.000004467
62,1792,0.000004126
63,1792,0.000004093
64,1792,0.000004194
65,1792,0.000004235
66,1792,0.000004077
67,1792,0.000004319
68,1792,0.000006610
69,1792,0.000004184
70,1792,0.000004166
71,1792,0.000004437
72,1792,0.000004308
73,1792,0.000004212
74,1792,0.000004084
75,1792,0.000004505
76,1792,0.000004276
77,1792,0.000004093
78,1792,0.000004019
79,1792,0.000004104
80,1792,0.000004211
81,1792,0.000004299
82,1792,0.000004192
83,1792,0.000004074
84,1792,0.000004062
85,1792,0.000004461
86,1792,0.000004704
87,1792,0.000004438
88,1792,0.000004352
89,1792,0.000004223
90,1792,0.000004510
91,1792,0.000004137
92,1792,0.000004185
93,1792,0.000004291
94,1792,0.000004256
95,1792,0.000004090
96,1792,0.000003972
97,1792,0.000004151
98,1792,0.000004112
99,1792,0.000004205
0,2048,0.000000814
1,2048,0.000000878
2,2048,0.000000863
3,2048,0.000000839
4,2048,0.000000801
5,2048,0.000000804
6,2048,0.000000980
7,2048,0.000000813
8,2048,0.000000773
9,2048,0.000000789
10,2048,0.000000813
11,2048,0.000000790
12,2048,0.000000810
13,2048,0.000000794
14,2048,0.000000842
15,2048,0.000000796
16,2048,0.000000785
17,2048,0.000000807
18,2048,0.000000786
19,2048,0.000000790
20,2048,0.000000809
21,2048,0.000000814
22,2048,0.000000796
23,2048,0.000000808
24,2048,0.000000784
25,2048,0.000000811
26,2048,0.000000816
27,2048,0.000000792
28,2048,0.000000748
29,2048,0.000004095
30,2048,0.000004176
31,2048,0.000004290
32,2048,0.000004145
33,2048,0.000004272
34,2048,0.000004114
35,2048,0.000004195
36,2048,0.000005397
37,2048,0.000004581
38,2048,0.000004323
39,2048,0.000004310
40,2048,0.000004226
41,2048,0.000003967
42,2048,0.000003928
43,2048,0.000005546
44,2048,0.000004043
45,2048,0.000004039
46,2048,0.000004094
47,2048,0.000004242
48,2048,0.000004111
49,2048,0.000004200
50,2048,0.000003977
51,2048,0.000004126
52,2048,0.000004202
53,2048,0.000003818
54,2048,0.000006557
55,2048,0.000004314
56,2048,0.000004666
57,2048,0.000004210
58,2048,0.000004048
59,2048,0.000004061
60,2048,0.000004009
61,2048,0.000004184
62,2048,0.000004069
63,2048,0.000004034
64,2048,0.000004011
65,2048,0.000004019
66,2048,0.000004222
67,2048,0.000004302
68,2048,0.000006078
69,2048,0.000004279
70,2048,0.000004184
71,2048,0.000004077
72,2048,0.000004120
73,2048,0.000004320
74,2048,0.000004317
75,2048,0.000003938
76,2048,0.000003982
77,2048,0.000003985
78,2048,0.000004111
79,2048,0.000004399
80,2048,0.000004061
81,2048,0.000004070
82,2048,0.000004145
83,2048,0.000004131
84,2048,0.000004300
85,2048,0.000004037
86,2048,0.000004190
87,2048,0.000004295
88,2048,0.000004266
89,2048,0.000004196
90,2048,0.000004231
91,2048,0.000004345
92,2048,0.000004178
93,2048,0.000004158
94,2048,0.000004492
95,2048,0.000004051
96,2048,0.000004397
97,2048,0.000004319
98,2048,0.000004201
99,2048,0.000004268
0,2304,0.000000842
1,2304,0.000000892
2,2304,0.000000834
3,2304,0.000000802
4,2304,0.000000793
5,2304,0.000000818
6,2304,0.000000792
7,2304,0.000000887
8,2304,0.000000786
9,2304,0.000000822
10,2304,0.000000814
11,2304,0.000000801
12,2304,0.000000808
13,2304,0.000000782
14,2304,0.000000808
15,2304,0.000000812
16,2304,0.000000788
17,2304,0.000000819
18,2304,0.000000880
19,2304,0.000000794
20,2304,0.000000810
21,2304,0.000000908
22,2304,0.000004216
23,2304,0.000004185
24,2304,0.000004066
25,2304,0.000004085
26,2304,0.000003999
27,2304,0.000004162
28,2304,0.000004092
29,2304,0.000004002
30,2304,0.000004062
31,2304,0.000004138
32,2304,0.000004178
33,2304,0.000004214
34,2304,0.000004581
35,2304,0.000004365
36,2304,0.000004226
37,2304,0.000004355
38,2304,0.000003980
39,2304,0.000004855
40,2304,0.000004530
41,2304,0.000004326
42,2304,0.000004170
43,2304,0.000004180
44,2304,0.000004082
45,2304,0.000004092
46,2304,0.000004006
47,2304,0.000004434
48,2304,0.000004147
49,2304,0.000004205
50,2304,0.000004973
51,2304,0.000003829
52,2304,0.000004174
53,2304,0.000004317
54,2304,0.000004379
55,2304,0.000004201
56,2304,0.000003989
57,2304,0.000004204
58,2304,0.000003910
59,2304,0.000004049
60,2304,0.000004053
61,2304,0.000004433
62,2304,0.000004071
63,2304,0.000004038
64,2304,0.000004134
65,2304,0.000003995
66,2304,0.000004175
67,2304,0.000003998
68,2304,0.000004057
69,2304,0.000004006
70,2304,0.000004009
71,2304,0.000004002
72,2304,0.000004171
73,2304,0.000004261
74,2304,0.000004260
75,2304,0.000004296
76,2304,0.000004022
77,2304,0.000004028
78,2304,0.000003985
79,2304,0.000004026
80,2304,0.000004097
81,2304,0.000004136
82,2304,0.000004034
83,2304,0.000004058
84,2304,0.000004120
85,2304,0.000004106
86,2304,0.000004568
87,2304,0.000004078
88,2304,0.000004222
89,2304,0.000004150
90,2304,0.000004215
91,2304,0.000004204
92,2304,0.000004165
93,2304,0.000003958
94,2304,0.000004132
95,2304,0.000004497
96,2304,0.000004041
97,2304,0.000004182
98,2304,0.000004128
99,2304,0.000004045
0,2560,0.000000827
1,2560,0.000000858
2,2560,0.000000827
3,2560,0.000000823
4,2560,0.000000802
5,2560,0.000000930
6,2560,0.000000779
7,2560,0.000000828
8,2560,0.000000809
9,2560,0.000000806
10,2560,0.000000769
11,2560,0.000000789
12,2560,0.000000795
13,2560,0.000000828
14,2560,0.000000815
15,2560,0.000000825
16,2560,0.000004338
17,2560,0.000004174
18,2560,0.000004367
19,2560,0.000004266
20,2560,0.000004211
21,2560,0.000004376
22,2560,0.000004040
23,2560,0.000004124
24,2560,0.000004429
25,2560,0.000004229
26,2560,0.000004370
27,2560,0.000009683
28,2560,0.000004335
29,2560,0.000004091
30,2560,0.000004206
31,2560,0.000004053
32,2560,0.000004454
33,2560,0.000004286
34,2560,0.000004140
35,2560,0.000004313
36,2560,0.000004246
37,2560,0.000004135
38,2560,0.000005011
39,2560,0.000004169
40,2560,0.000004803
41,2560,0.000004103
42,2560,0.000004365
43,2560,0.000004630
44,2560,0.000004254
45,2560,0.000005395
46,2560,0.000004413
47,2560,0.000004026
48,2560,0.000004154
49,2560,0.000004166
50,2560,0.000004032
51,2560,0.000004078
52,2560,0.000005527
53,2560,0.000004306
54,2560,0.000004312
55,2560,0.000004113
56,2560,0.000004244
57,2560,0.000004209
58,2560,0.000004137
59,2560,0.000004369
60,2560,0.000004139
61,2560,0.000004170
62,2560,0.000004732
63,2560,0.000003855
64,2560,0.000004304
65,2560,0.000004428
66,2560,0.000004737
67,2560,0.000004157
68,2560,0.000004107
69,2560,0.000004081
70,2560,0.000003995
71,2560,0.000004243
72,2560,0.000004314
73,2560,0.000004351
74,2560,0.000004282
75,2560,0.000004086
76,2560,0.000004089
77,2560,0.000004387
78,2560,0.000004354
79,2560,0.000004304
80,2560,0.000004116
81,2560,0.000004216
82,2560,0.000004038
83,2560,0.000004188
84,2560,0.000004489
85,2560,0.000004334
86,2560,0.000016781
87,2560,0.000004053
88,2560,0.000004293
89,2560,0.000004380
90,2560,0.000004062
91,2560,0.000004098
92,2560,0.000004217
93,2560,0.000004094
94,2560,0.000004163
95,2560,0.000004179
96,2560,0.000004266
97,2560,0.000004280
98,2560,0.000004263
99,2560,0.000004218
0,2816,0.000000801
1,2816,0.000000823
2,2816,0.000000917
3,2816,0.000000809
4,2816,0.000000814
5,2816,0.000000794
6,2816,0.000000827
7,2816,0.000000804
8,2816,0.000000848
9,2816,0.000000853
10,2816,0.000003953
11,2816,0.000004143
12,2816,0.000004066
13,2816,0.000004116
14,2816,0.000003986
15,2816,0.000004678
16,2816,0.000004137
17,2816,0.000004069
18,2816,0.000004186
19,2816,0.000003965
20,2816,0.000004086
21,2816,0.000004201
22,2816,0.000004804
23,2816,0.000004218
24,2816,0.000004027
25,2816,0.000003935
26,2816,0.000004219
27,2816,0.000004226
28,2816,0.000004028
29,2816,0.000003949
30,2816,0.000004008
31,2816,0.000004094
32,2816,0.000005023
33,2816,0.000004193
34,2816,0.000003969
35,2816,0.000016707
36,2816,0.000004147
37,2816,0.000004136
38,2816,0.000004165
39,2816,0.000004209
40,2816,0.000004188
41,2816,0.000004294
42,2816,0.000003907
43,2816,0.000004360
44,2816,0.000004128
45,2816,0.000004201
46,2816,0.000004140
47,2816,0.000004084
48,2816,0.000004175
49,2816,0.000004311
50,2816,0.000003878
51,2816,0.000004183
52,2816,0.000004176
53,2816,0.000004072
54,2816,0.000004117
55,2816,0.000004447
56,2816,0.000004193
57,2816,0.000004235
58,2816,0.000005809
59,2816,0.000004256
60,2816,0.000004091
61,2816,0.000004190
62,2816,0.000004167
63,2816,0.000004338
64,2816,0.000004108
65,2816,0.000004194
66,2816,0.000004215
67,2816,0.000004146
68,2816,0.000004346
69,2816,0.000004213
70,2816,0.000006199
71,2816,0.000004364
72,2816,0.000004407
73,2816,0.000004264
74,2816,0.000004188
75,2816,0.000004168
76,2816,0.000004342
77,2816,0.000005777
78,2816,0.000004207
79,2816,0.000004208
80,2816,0.000004138
81,2816,0.000004288
82,2816,0.000004148
83,2816,0.000004190
84,2816,0.000004345
85,2816,0.000004422
86,2816,0.000004366
87,2816,0.000004061
88,2816,0.000006200
89,2816,0.000004362
90,2816,0.000004296
91,2816,0.000004174
92,2816,0.000004343
93,2816,0.000004131
94,2816,0.000004554
95,2816,0.000006316
96,2816,0.000004049
97,2816,0.000004337
98,2816,0.000004181
99,2816,0.000004300
0,3072,0.000000853
1,3072,0.000000879
2,3072,0.000000841
3,3072,0.000004357
4,3072,0.000004306
5,3072,0.000004003
6,3072,0.000004452
7,3072,0.000004384
8,3072,0.000004017
9,3072,0.000004201
10,3072,0.000004267
11,3072,0.000004084
12,3072,0.000004170
13,3072,0.000004320
14,3072,0.000004125
15,3072,0.000004009
16,3072,0.000004370
17,3072,0.000004473
18,3072,0.000004219
19,3072,0.000004302
20,3072,0.000004305
21,3072,0.000004084
22,3072,0.000004109
23,3072,0.000004179
24,3072,0.000004092
25,3072,0.000004210
26,3072,0.000004344
27,3072,0.000004300
28,3072,0.000004391
29,3072,0.000004360
30,3072,0.000004284
31,3072,0.000004209
32,3072,0.000004281
33,3072,0.000004153
34,3072,0.000004328
35,3072,0.000004205
36,3072,0.000004119
37,3072,0.000004147
38,3072,0.000004087
39,3072,0.000004296
40,3072,0.000004187
41,3072,0.000004230
42,3072,0.000004279
43,3072,0.000004205
44,3072,0.000004267
45,3072,0.000004082
46,3072,0.000004275
47,3072,0.000004128
48,3072,0.000004573
49,3072,0.000004422
50,3072,0.000004324
51,3072,0.000003960
52,3072,0.000004124
53,3072,0.000004066
54,3072,0.000004011
55,3072,0.000004174
56,3072,0.000004442
57,3072,0.000004158
58,3072,0.000004035
59,3072,0.000015059
60,3072,0.000004328
61,3072,0.000004374
62,3072,0.000004204
63,3072,0.000003961
64,3072,0.000004219
65,3072,0.000004432
66,3072,0.000004532
67,3072,0.000004076
68,3072,0.000004339
69,3072,0.000004066
70,3072,0.000004335
71,3072,0.000004030
72,3072,0.000004024
73,3072,0.000004188
74,3072,0.000004424
75,3072,0.000004367
76,3072,0.000004322
77,3072,0.000004215
78,3072,0.000004012
79,3072,0.000004056
80,3072,0.000004562
81,3072,0.000004162
82,3072,0.000004315
83,3072,0.000004384
84,3072,0.000004414
85,3072,0.000004144
86,3072,0.000004292
87,3072,0.000004304
88,3072,0.000004377
89,3072,0.000004646
90,3072,0.000004223
91,3072,0.000004436
92,3072,0.000004238
93,3072,0.000004163
94,3072,0.000004247
95,3072,0.000004233
96,3072,0.000004091
97,3072,0.000004037
98,3072,0.000004284
99,3072,0.000004104
0,3328,0.000000855
1,3328,0.000000843
2,3328,0.000000938
3,3328,0.000000859
4,3328,0.000000910
5,3328,0.000001139
6,3328,0.000000847
