Sr,Size,Latency
3,1536,0.000000966
4,1536,0.000000990
5,1536,0.000000846
6,1536,0.000000952
7,1536,0.000005192
8,1536,0.000005605
9,1536,0.000005346
10,1536,0.000005309
11,1536,0.000006880
12,1536,0.000005282
13,1536,0.000005279
14,1536,0.000007447
15,1536,0.000005711
16,1536,0.000005823
17,1536,0.000005112
18,1536,0.000006684
19,1536,0.000005273
20,1536,0.000005283
21,1536,0.000005190
22,1536,0.000005388
23,1536,0.000005217
24,1536,0.000005432
25,1536,0.000005263
26,1536,0.000005226
27,1536,0.000005478
28,1536,0.000005256
29,1536,0.000005551
30,1536,0.000005336
31,1536,0.000005465
32,1536,0.000004769
33,1536,0.000005300
34,1536,0.000005430
35,1536,0.000005170
36,1536,0.000005426
37,1536,0.000005270
38,1536,0.000005266
39,1536,0.000005545
40,1536,0.000005460
41,1536,0.000005248
42,1536,0.000005083
43,1536,0.000005234
44,1536,0.000005333
45,1536,0.000005275
46,1536,0.000005551
47,1536,0.000005480
48,1536,0.000005153
49,1536,0.000005305
50,1536,0.000005439
51,1536,0.000005242
52,1536,0.000005169
53,1536,0.000005387
54,1536,0.000005193
55,1536,0.000005330
56,1536,0.000005567
57,1536,0.000005239
58,1536,0.000005471
59,1536,0.000005403
60,1536,0.000005278
61,1536,0.000005174
62,1536,0.000005251
63,1536,0.000005355
64,1536,0.000005828
65,1536,0.000005257
66,1536,0.000005274
67,1536,0.000005123
68,1536,0.000005086
69,1536,0.000005123
70,1536,0.000005597
71,1536,0.000005452
72,1536,0.000005272
73,1536,0.000005155
74,1536,0.000005145
75,1536,0.000005260
76,1536,0.000006563
77,1536,0.000005450
78,1536,0.000005178
79,1536,0.000005282
80,1536,0.000005112
81,1536,0.000005594
82,1536,0.000005354
83,1536,0.000005173
84,1536,0.000005419
85,1536,0.000005293
86,1536,0.000005303
87,1536,0.000007066
88,1536,0.000005419
89,1536,0.000005180
90,1536,0.000005573
91,1536,0.000005221
92,1536,0.000005145
93,1536,0.000005132
94,1536,0.000005709
95,1536,0.000005470
96,1536,0.000005437
97,1536,0.000005229
98,1536,0.000005251
99,1536,0.000005190
0,1792,0.000006940
1,1792,0.000005338
2,1792,0.000041742
3,1792,0.000005247
4,1792,0.000005160
5,1792,0.000005402
6,1792,0.000007595
7,1792,0.000005664
8,1792,0.000005386
9,1792,0.000005100
10,1792,0.000005224
11,1792,0.000005202
12,1792,0.000005355
13,1792,0.000005108
14,1792,0.000005517
15,1792,0.000005455
16,1792,0.000005126
17,1792,0.000004975
18,1792,0.000004964
19,1792,0.000005059
20,1792,0.000005190
21,1792,0.000005673
22,1792,0.000005171
23,1792,0.000005283
24,1792,0.000005830
25,1792,0.000005154
26,1792,0.000005019
27,1792,0.000005153
28,1792,0.000005177
29,1792,0.000005238
30,1792,0.000005260
31,1792,0.000043371
32,1792,0.000005214
33,1792,0.000005381
34,1792,0.000005256
35,1792,0.000007186
36,1792,0.000005573
37,1792,0.000005541
38,1792,0.000005236
39,1792,0.000005261
40,1792,0.000005315
41,1792,0.000005062
42,1792,0.000005145
43,1792,0.000005660
44,1792,0.000005268
45,1792,0.000005123
46,1792,0.000005227
47,1792,0.000005111
48,1792,0.000005225
49,1792,0.000005661
50,1792,0.000005348
51,1792,0.000005250
52,1792,0.000005288
53,1792,0.000005165
54,1792,0.000005567
55,1792,0.000005381
56,1792,0.000005233
57,1792,0.000005120
58,1792,0.000005106
59,1792,0.000005506
60,1792,0.000005165
61,1792,0.000005252
62,1792,0.000005257
63,1792,0.000005266
64,1792,0.000005086
65,1792,0.000005153
66,1792,0.000005334
67,1792,0.000005207
68,1792,0.000005167
69,1792,0.000005504
70,1792,0.000006657
71,1792,0.000005245
72,1792,0.000006919
73,1792,0.000005222
74,1792,0.000005236
75,1792,0.000005624
76,1792,0.000006654
77,1792,0.000005893
78,1792,0.000005480
79,1792,0.000005210
80,1792,0.000005275
81,1792,0.000005183
82,1792,0.000005169
83,1792,0.000005281
84,1792,0.000005142
85,1792,0.000005423
86,1792,0.000005500
87,1792,0.000005179
88,1792,0.000005647
89,1792,0.000005093
90,1792,0.000005243
91,1792,0.000005200
92,1792,0.000007264
93,1792,0.000006921
94,1792,0.000005355
95,1792,0.000005726
96,1792,0.000005485
97,1792,0.000005369
98,1792,0.000005423
99,1792,0.000005366
0,2048,0.000005142
1,2048,0.000005223
2,2048,0.000006710
3,2048,0.000005151
4,2048,0.000005277
5,2048,0.000005069
6,2048,0.000007275
7,2048,0.000005126
8,2048,0.000005177
9,2048,0.000005254
10,2048,0.000005198
11,2048,0.000005310
12,2048,0.000005239
13,2048,0.000005212
14,2048,0.000005227
15,2048,0.000005286
16,2048,0.000005167
17,2048,0.000005505
18,2048,0.000005334
19,2048,0.000005212
20,2048,0.000005330
21,2048,0.000005239
22,2048,0.000005149
23,2048,0.000005547
24,2048,0.000005146
25,2048,0.000005318
26,2048,0.000005387
27,2048,0.000005466
28,2048,0.000005244
29,2048,0.000005074
30,2048,0.000005452
31,2048,0.000005102
32,2048,0.000005398
33,2048,0.000005420
34,2048,0.000005005
35,2048,0.000006820
36,2048,0.000005277
37,2048,0.000005206
38,2048,0.000005191
39,2048,0.000005097
40,2048,0.000005295
41,2048,0.000005094
42,2048,0.000005333
43,2048,0.000005269
44,2048,0.000005076
45,2048,0.000005344
46,2048,0.000005123
47,2048,0.000005784
48,2048,0.000005504
49,2048,0.000005093
50,2048,0.000005318
51,2048,0.000005412
52,2048,0.000005167
53,2048,0.000005142
54,2048,0.000005181
55,2048,0.000005182
56,2048,0.000005546
57,2048,0.000007181
58,2048,0.000005236
59,2048,0.000005333
60,2048,0.000005097
61,2048,0.000005141
62,2048,0.000005206
63,2048,0.000005075
64,2048,0.000005013
65,2048,0.000006592
66,2048,0.000005306
67,2048,0.000005320
68,2048,0.000005227
69,2048,0.000005431
70,2048,0.000005399
71,2048,0.000005197
72,2048,0.000005512
73,2048,0.000005433
74,2048,0.000005200
75,2048,0.000005386
76,2048,0.000005138
77,2048,0.000005197
78,2048,0.000005271
79,2048,0.000005525
80,2048,0.000005148
81,2048,0.000004975
82,2048,0.000005036
83,2048,0.000005289
84,2048,0.000005170
85,2048,0.000005111
86,2048,0.000005162
87,2048,0.000005054
88,2048,0.000005145
89,2048,0.000005585
90,2048,0.000005244
91,2048,0.000005319
92,2048,0.000005194
93,2048,0.000006944
94,2048,0.000005307
95,2048,0.000005156
96,2048,0.000007480
97,2048,0.000005203
98,2048,0.000005232
99,2048,0.000005236
0,2304,0.000005273
1,2304,0.000005478
2,2304,0.000005184
3,2304,0.000005090
4,2304,0.000005151
5,2304,0.000005061
6,2304,0.000005723
7,2304,0.000005238
8,2304,0.000005013
9,2304,0.000005147
10,2304,0.000005245
11,2304,0.000005287
12,2304,0.000007144
13,2304,0.000005216
14,2304,0.000005051
15,2304,0.000005386
16,2304,0.000005227
17,2304,0.000005178
18,2304,0.000005216
19,2304,0.000005270
20,2304,0.000005365
21,2304,0.000007487
22,2304,0.000005202
23,2304,0.000005383
24,2304,0.000005728
25,2304,0.000005061
26,2304,0.000005280
27,2304,0.000005360
28,2304,0.000005458
29,2304,0.000005117
30,2304,0.000005062
31,2304,0.000005131
32,2304,0.000005252
33,2304,0.000005108
34,2304,0.000005166
35,2304,0.000005179
36,2304,0.000005319
37,2304,0.000005211
38,2304,0.000005469
39,2304,0.000005245
40,2304,0.000005087
41,2304,0.000005194
42,2304,0.000005224
43,2304,0.000005230
44,2304,0.000005426
45,2304,0.000005207
46,2304,0.000005236
47,2304,0.000005240
48,2304,0.000005828
49,2304,0.000005243
50,2304,0.000005184
51,2304,0.000005452
52,2304,0.000005158
53,2304,0.000005097
54,2304,0.000005113
55,2304,0.000005245
56,2304,0.000006397
57,2304,0.000005108
58,2304,0.000005047
59,2304,0.000005232
60,2304,0.000005348
61,2304,0.000005176
62,2304,0.000007310
63,2304,0.000005272
64,2304,0.000005270
65,2304,0.000005358
66,2304,0.000005070
67,2304,0.000005274
68,2304,0.000005254
69,2304,0.000005130
70,2304,0.000005254
71,2304,0.000005195
72,2304,0.000005257
73,2304,0.000005283
74,2304,0.000005032
75,2304,0.000005045
76,2304,0.000005303
77,2304,0.000005040
78,2304,0.000004996
79,2304,0.000005120
80,2304,0.000005190
81,2304,0.000005164
82,2304,0.000005100
83,2304,0.000005349
84,2304,0.000005166
85,2304,0.000005140
86,2304,0.000005105
87,2304,0.000005189
88,2304,0.000005102
89,2304,0.000004974
90,2304,0.000005470
91,2304,0.000005212
92,2304,0.000005507
93,2304,0.000005355
94,2304,0.000005229
95,2304,0.000005091
96,2304,0.000005129
97,2304,0.000005640
98,2304,0.000005303
99,2304,0.000005142
0,2560,0.000005364
1,2560,0.000005047
2,2560,0.000005203
3,2560,0.000005111
4,2560,0.000005306
5,2560,0.000005441
6,2560,0.000005369
7,2560,0.000005305
8,2560,0.000005219
9,2560,0.000006700
10,2560,0.000055853
11,2560,0.000005250
12,2560,0.000007600
13,2560,0.000005218
14,2560,0.000005450
15,2560,0.000005173
16,2560,0.000005305
17,2560,0.000005179
18,2560,0.000005351
19,2560,0.000005420
20,2560,0.000005239
21,2560,0.000005223
22,2560,0.000005377
23,2560,0.000006684
24,2560,0.000005608
25,2560,0.000005153
26,2560,0.000005124
27,2560,0.000005321
28,2560,0.000005277
29,2560,0.000005533
30,2560,0.000005200
31,2560,0.000005327
32,2560,0.000005189
33,2560,0.000005305
34,2560,0.000005501
35,2560,0.000005119
36,2560,0.000005146
37,2560,0.000005125
38,2560,0.000005223
39,2560,0.000005072
40,2560,0.000005213
41,2560,0.000007073
42,2560,0.000005278
43,2560,0.000163314
44,2560,0.000005109
45,2560,0.000005309
46,2560,0.000005359
47,2560,0.000005252
48,2560,0.000005311
49,2560,0.000005511
50,2560,0.000005256
51,2560,0.000006173
52,2560,0.000005385
53,2560,0.000005297
54,2560,0.000005330
55,2560,0.000005082
56,2560,0.000005168
57,2560,0.000005087
58,2560,0.000005304
59,2560,0.000005160
60,2560,0.000018275
61,2560,0.000005093
62,2560,0.000005207
63,2560,0.000005386
64,2560,0.000005400
65,2560,0.000005200
66,2560,0.000005394
67,2560,0.000005213
68,2560,0.000005174
69,2560,0.000005746
70,2560,0.000005236
71,2560,0.000005385
72,2560,0.000005108
73,2560,0.000005382
74,2560,0.000005276
75,2560,0.000005521
76,2560,0.000005693
77,2560,0.000005319
78,2560,0.000005157
79,2560,0.000005147
80,2560,0.000005380
81,2560,0.000005543
82,2560,0.000005150
83,2560,0.000005200
84,2560,0.000005187
85,2560,0.000008014
86,2560,0.000005288
87,2560,0.000005257
88,2560,0.000005430
89,2560,0.000005212
90,2560,0.000005171
91,2560,0.000005042
92,2560,0.000005210
93,2560,0.000005250
94,2560,0.000005239
95,2560,0.000006301
96,2560,0.000005228
97,2560,0.000005359
98,2560,0.000005219
99,2560,0.000005176
0,2816,0.000005142
1,2816,0.000005348
2,2816,0.000005192
3,2816,0.000005126
4,2816,0.000005535
5,2816,0.000005311
6,2816,0.000005172
7,2816,0.000005567
8,2816,0.000005252
9,2816,0.000005228
10,2816,0.000007178
11,2816,0.000005369
12,2816,0.000005145
13,2816,0.000006974
14,2816,0.000005223
15,2816,0.000005166
16,2816,0.000005050
17,2816,0.000005127
18,2816,0.000005121
19,2816,0.000005052
20,2816,0.000005140
21,2816,0.000005238
22,2816,0.000019582
23,2816,0.000005774
24,2816,0.000005218
25,2816,0.000005794
26,2816,0.000005299
27,2816,0.000005230
28,2816,0.000005185
29,2816,0.000005161
30,2816,0.000005308
31,2816,0.000005493
32,2816,0.000005473
33,2816,0.000005129
34,2816,0.000005241
35,2816,0.000005223
36,2816,0.000005140
37,2816,0.000005570
38,2816,0.000005432
39,2816,0.000005148
40,2816,0.000005192
41,2816,0.000005211
42,2816,0.000005208
43,2816,0.000005435
44,2816,0.000005525
45,2816,0.000005193
46,2816,0.000005289
47,2816,0.000005277
48,2816,0.000005332
49,2816,0.000005211
50,2816,0.000005124
51,2816,0.000006463
52,2816,0.000005638
53,2816,0.000005208
54,2816,0.000005348
55,2816,0.000005405
56,2816,0.000005151
57,2816,0.000005300
58,2816,0.000007551
59,2816,0.000005222
60,2816,0.000005685
61,2816,0.000005172
62,2816,0.000005524
63,2816,0.000005547
64,2816,0.000005471
65,2816,0.000015814
66,2816,0.000005278
67,2816,0.000005113
68,2816,0.000005179
69,2816,0.000005131
70,2816,0.000005099
71,2816,0.000005336
72,2816,0.000005284
73,2816,0.000005187
74,2816,0.000005265
75,2816,0.000005290
76,2816,0.000004959
77,2816,0.000006863
78,2816,0.000007611
79,2816,0.000005315
80,2816,0.000005422
81,2816,0.000005254
82,2816,0.000005239
83,2816,0.000007121
84,2816,0.000005394
85,2816,0.000007044
86,2816,0.000005550
87,2816,0.000005610
88,2816,0.000005580
89,2816,0.000005165
90,2816,0.000005049
91,2816,0.000005491
92,2816,0.000005285
93,2816,0.000005395
94,2816,0.000005338
95,2816,0.000005255
96,2816,0.000005220
97,2816,0.000005340
98,2816,0.000005156
99,2816,0.000005298
0,3072,0.000005160
1,3072,0.000005274
2,3072,0.000005209
3,3072,0.000005233
4,3072,0.000005176
5,3072,0.000005279
6,3072,0.000005260
7,3072,0.000005204
8,3072,0.000005213
9,3072,0.000005367
10,3072,0.000005358
11,3072,0.000005166
12,3072,0.000005196
13,3072,0.000005193
14,3072,0.000005320
15,3072,0.000005070
16,3072,0.000005372
17,3072,0.000005147
18,3072,0.000005225
19,3072,0.000005487
20,3072,0.000005285
21,3072,0.000005253
22,3072,0.000005509
23,3072,0.000005295
24,3072,0.000006251
25,3072,0.000005889
26,3072,0.000006029
27,3072,0.000005224
28,3072,0.000005350
29,3072,0.000005383
30,3072,0.000005245
31,3072,0.000006089
32,3072,0.000005297
33,3072,0.000005185
34,3072,0.000005252
35,3072,0.000005436
36,3072,0.000005169
37,3072,0.000005104
38,3072,0.000005424
39,3072,0.000005603
40,3072,0.000005397
41,3072,0.000015824
42,3072,0.000005284
43,3072,0.000005759
44,3072,0.000005128
45,3072,0.000005106
46,3072,0.000005195
47,3072,0.000005402
48,3072,0.000005268
49,3072,0.000005108
50,3072,0.000005325
51,3072,0.000005311
52,3072,0.000005167
53,3072,0.000005710
54,3072,0.000004890
55,3072,0.000005226
56,3072,0.000005393
57,3072,0.000005232
58,3072,0.000005214
59,3072,0.000005205
60,3072,0.000005271
61,3072,0.000005137
62,3072,0.000005143
63,3072,0.000004768
64,3072,0.000005090
65,3072,0.000005205
66,3072,0.000005259
67,3072,0.000005299
68,3072,0.000005142
69,3072,0.000005466
70,3072,0.000005305
71,3072,0.000005140
72,3072,0.000005275
73,3072,0.000005321
74,3072,0.000005240
75,3072,0.000005171
76,3072,0.000005257
77,3072,0.000005199
78,3072,0.000005348
79,3072,0.000005241
80,3072,0.000005257
81,3072,0.000005244
82,3072,0.000007023
83,3072,0.000005532
84,3072,0.000005410
85,3072,0.000005217
86,3072,0.000005440
87,3072,0.000005479
88,3072,0.000005261
89,3072,0.000005186
90,3072,0.000004984
91,3072,0.000005183
92,3072,0.000005313
93,3072,0.000005274
94,3072,0.000005272
95,3072,0.000005424
96,3072,0.000005265
97,3072,0.000004820
98,3072,0.000005180
99,3072,0.000005246
0,3328,0.000005219
1,3328,0.000005531
2,3328,0.000005587
3,3328,0.000005336
4,3328,0.000005415
5,3328,0.000005327
6,3328,0.000005286
